,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day
2030,2011-05-11 12:00:00,2,0,1,1,24.6,31.06,56,0.0,226,2011,5,11
2031,2011-05-11 13:00:00,2,0,1,1,25.42,31.06,50,0.0,193,2011,5,11
2032,2011-05-11 14:00:00,2,0,1,1,25.42,31.06,53,6.0032,177,2011,5,11
2033,2011-05-11 15:00:00,2,0,1,1,26.24,31.06,41,0.0,179,2011,5,11
2034,2011-05-11 16:00:00,2,0,1,1,27.06,31.06,39,0.0,289,2011,5,11
2035,2011-05-11 17:00:00,2,0,1,1,26.24,31.06,47,7.0015,259,2011,5,11
2036,2011-05-11 18:00:00,2,0,1,1,25.42,31.06,50,19.9995,274,2011,5,11
2037,2011-05-11 19:00:00,2,0,1,1,22.96,26.515,52,8.9981,401,2011,5,11
2038,2011-05-11 20:00:00,2,0,1,1,22.14,25.76,64,8.9981,273,2011,5,11
2039,2011-05-11 21:00:00,2,0,1,1,22.14,25.76,60,0.0,234,2011,5,11
2040,2011-05-11 22:00:00,2,0,1,1,20.5,24.24,72,16.9979,146,2011,5,11
2041,2011-05-11 23:00:00,2,0,1,1,18.86,22.725,88,16.9979,81,2011,5,11
2042,2011-05-12 00:00:00,2,0,1,2,18.86,22.725,88,15.0013,44,2011,5,12
2043,2011-05-12 01:00:00,2,0,1,1,18.86,22.725,88,15.0013,17,2011,5,12
2044,2011-05-12 02:00:00,2,0,1,1,18.04,21.97,94,12.998,15,2011,5,12
2045,2011-05-12 03:00:00,2,0,1,1,18.04,21.97,88,8.9981,5,2011,5,12
2046,2011-05-12 04:00:00,2,0,1,1,17.22,21.21,94,0.0,6,2011,5,12
2047,2011-05-12 05:00:00,2,0,1,1,17.22,21.21,94,8.9981,29,2011,5,12
2048,2011-05-12 06:00:00,2,0,1,1,18.04,21.97,88,0.0,112,2011,5,12
2049,2011-05-12 07:00:00,2,0,1,1,18.86,22.725,88,8.9981,297,2011,5,12
2050,2011-05-12 08:00:00,2,0,1,1,19.68,23.485,82,12.998,421,2011,5,12
2051,2011-05-12 09:00:00,2,0,1,2,20.5,24.24,77,19.0012,212,2011,5,12
2052,2011-05-12 10:00:00,2,0,1,2,22.14,25.76,68,15.0013,147,2011,5,12
2053,2011-05-12 11:00:00,2,0,1,1,23.78,27.275,60,15.0013,179,2011,5,12
2054,2011-05-12 12:00:00,2,0,1,1,23.78,27.275,60,15.0013,207,2011,5,12
2055,2011-05-12 13:00:00,2,0,1,2,25.42,31.06,57,19.9995,218,2011,5,12
2056,2011-05-12 14:00:00,2,0,1,2,25.42,30.305,61,15.0013,191,2011,5,12
2057,2011-05-12 15:00:00,2,0,1,2,26.24,31.06,53,16.9979,217,2011,5,12
2058,2011-05-12 16:00:00,2,0,1,2,26.24,31.06,57,16.9979,288,2011,5,12
2059,2011-05-12 17:00:00,2,0,1,2,26.24,31.06,57,12.998,594,2011,5,12
2060,2011-05-12 18:00:00,2,0,1,1,25.42,30.305,69,15.0013,527,2011,5,12
2061,2011-05-12 19:00:00,2,0,1,2,24.6,30.305,64,12.998,364,2011,5,12
2062,2011-05-12 20:00:00,2,0,1,1,24.6,30.305,64,12.998,276,2011,5,12
2063,2011-05-12 21:00:00,2,0,1,1,22.96,26.515,83,8.9981,223,2011,5,12
2064,2011-05-12 22:00:00,2,0,1,1,22.14,25.76,83,12.998,172,2011,5,12
2065,2011-05-12 23:00:00,2,0,1,2,22.14,25.76,77,12.998,103,2011,5,12
2066,2011-05-13 00:00:00,2,0,1,2,21.32,25.0,83,11.0014,52,2011,5,13
2067,2011-05-13 01:00:00,2,0,1,1,21.32,25.0,83,11.0014,20,2011,5,13
2068,2011-05-13 02:00:00,2,0,1,2,20.5,24.24,88,8.9981,11,2011,5,13
2069,2011-05-13 03:00:00,2,0,1,2,20.5,24.24,88,8.9981,4,2011,5,13
2070,2011-05-13 04:00:00,2,0,1,3,20.5,24.24,88,11.0014,5,2011,5,13
2071,2011-05-13 05:00:00,2,0,1,2,20.5,24.24,88,12.998,25,2011,5,13
2072,2011-05-13 06:00:00,2,0,1,3,20.5,24.24,88,8.9981,82,2011,5,13
2073,2011-05-13 07:00:00,2,0,1,3,20.5,24.24,88,11.0014,157,2011,5,13
2074,2011-05-13 08:00:00,2,0,1,2,20.5,24.24,88,12.998,387,2011,5,13
2075,2011-05-13 09:00:00,2,0,1,2,20.5,24.24,88,12.998,233,2011,5,13
2076,2011-05-13 10:00:00,2,0,1,2,21.32,25.0,83,8.9981,130,2011,5,13
2077,2011-05-13 11:00:00,2,0,1,2,21.32,25.0,83,11.0014,146,2011,5,13
2078,2011-05-13 12:00:00,2,0,1,2,21.32,25.0,88,12.998,223,2011,5,13
2079,2011-05-13 13:00:00,2,0,1,2,21.32,25.0,88,26.0027,226,2011,5,13
2080,2011-05-13 14:00:00,2,0,1,2,21.32,25.0,87,19.0012,190,2011,5,13
2081,2011-05-13 15:00:00,2,0,1,2,21.32,25.0,88,11.0014,198,2011,5,13
2082,2011-05-13 16:00:00,2,0,1,2,21.32,25.0,88,8.9981,300,2011,5,13
2083,2011-05-13 17:00:00,2,0,1,3,21.32,25.0,88,11.0014,491,2011,5,13
2084,2011-05-13 18:00:00,2,0,1,3,21.32,25.0,88,11.0014,398,2011,5,13
2085,2011-05-13 19:00:00,2,0,1,2,21.32,25.0,83,12.998,270,2011,5,13
2086,2011-05-13 20:00:00,2,0,1,2,21.32,25.0,83,8.9981,152,2011,5,13
2087,2011-05-13 21:00:00,2,0,1,2,21.32,25.0,84,11.0014,154,2011,5,13
2088,2011-05-13 22:00:00,2,0,1,2,21.32,25.0,83,15.0013,132,2011,5,13
2089,2011-05-13 23:00:00,2,0,1,3,20.5,24.24,88,11.0014,119,2011,5,13
2090,2011-05-14 00:00:00,2,0,0,2,20.5,24.24,88,8.9981,102,2011,5,14
2091,2011-05-14 01:00:00,2,0,0,2,20.5,24.24,88,8.9981,82,2011,5,14
2092,2011-05-14 02:00:00,2,0,0,2,20.5,24.24,88,8.9981,52,2011,5,14
2093,2011-05-14 03:00:00,2,0,0,2,20.5,24.24,88,8.9981,35,2011,5,14
2094,2011-05-14 04:00:00,2,0,0,2,20.5,24.24,82,11.0014,5,2011,5,14
2095,2011-05-14 05:00:00,2,0,0,2,20.5,24.24,82,7.0015,14,2011,5,14
2096,2011-05-14 06:00:00,2,0,0,2,20.5,24.24,88,7.0015,11,2011,5,14
2097,2011-05-14 07:00:00,2,0,0,3,19.68,23.485,100,0.0,32,2011,5,14
2098,2011-05-14 08:00:00,2,0,0,3,20.5,24.24,94,0.0,88,2011,5,14
2099,2011-05-14 09:00:00,2,0,0,2,21.32,25.0,94,6.0032,100,2011,5,14
2100,2011-05-14 10:00:00,2,0,0,2,21.32,25.0,94,11.0014,167,2011,5,14
2101,2011-05-14 11:00:00,2,0,0,2,21.32,25.0,94,8.9981,279,2011,5,14
2102,2011-05-14 12:00:00,2,0,0,3,21.32,25.0,100,6.0032,279,2011,5,14
2103,2011-05-14 13:00:00,2,0,0,3,21.32,25.0,100,6.0032,248,2011,5,14
2104,2011-05-14 14:00:00,2,0,0,2,22.14,25.76,94,8.9981,216,2011,5,14
2105,2011-05-14 15:00:00,2,0,0,2,22.14,25.76,94,11.0014,294,2011,5,14
2106,2011-05-14 16:00:00,2,0,0,2,22.14,25.76,94,12.998,295,2011,5,14
2107,2011-05-14 17:00:00,2,0,0,2,22.96,26.515,88,12.998,272,2011,5,14
2108,2011-05-14 18:00:00,2,0,0,2,22.96,26.515,88,15.0013,304,2011,5,14
2109,2011-05-14 19:00:00,2,0,0,3,22.14,25.76,94,8.9981,248,2011,5,14
2110,2011-05-14 20:00:00,2,0,0,3,22.14,25.76,94,8.9981,157,2011,5,14
2111,2011-05-14 21:00:00,2,0,0,3,22.14,25.76,94,15.0013,59,2011,5,14
2112,2011-05-14 22:00:00,2,0,0,3,22.14,25.76,94,11.0014,26,2011,5,14
2113,2011-05-14 23:00:00,2,0,0,3,21.32,25.0,100,12.998,44,2011,5,14
2114,2011-05-15 00:00:00,2,0,0,2,21.32,25.0,100,0.0,39,2011,5,15
2115,2011-05-15 01:00:00,2,0,0,2,21.32,25.0,100,7.0015,47,2011,5,15
2116,2011-05-15 02:00:00,2,0,0,2,21.32,25.0,100,8.9981,50,2011,5,15
2117,2011-05-15 03:00:00,2,0,0,2,21.32,25.0,100,0.0,32,2011,5,15
2118,2011-05-15 04:00:00,2,0,0,2,21.32,25.0,100,0.0,13,2011,5,15
2119,2011-05-15 05:00:00,2,0,0,3,21.32,25.0,100,7.0015,14,2011,5,15
2120,2011-05-15 06:00:00,2,0,0,2,21.32,25.0,100,8.9981,17,2011,5,15
2121,2011-05-15 07:00:00,2,0,0,2,21.32,25.0,100,8.9981,42,2011,5,15
2122,2011-05-15 08:00:00,2,0,0,2,22.14,25.76,94,8.9981,70,2011,5,15
2123,2011-05-15 09:00:00,2,0,0,1,23.78,27.275,83,16.9979,134,2011,5,15
2124,2011-05-15 10:00:00,2,0,0,1,23.78,27.275,83,15.0013,226,2011,5,15
2125,2011-05-15 11:00:00,2,0,0,1,24.6,28.79,78,15.0013,322,2011,5,15
2126,2011-05-15 12:00:00,2,0,0,1,25.42,29.545,73,19.9995,367,2011,5,15
2127,2011-05-15 13:00:00,2,0,0,1,25.42,29.545,73,19.0012,456,2011,5,15
2128,2011-05-15 14:00:00,2,0,0,1,26.24,30.305,73,12.998,437,2011,5,15
2129,2011-05-15 15:00:00,2,0,0,1,27.06,31.06,69,16.9979,459,2011,5,15
2130,2011-05-15 16:00:00,2,0,0,1,26.24,30.305,69,16.9979,440,2011,5,15
2131,2011-05-15 17:00:00,2,0,0,3,22.96,26.515,78,23.9994,392,2011,5,15
2132,2011-05-15 18:00:00,2,0,0,1,22.96,26.515,78,16.9979,237,2011,5,15
2133,2011-05-15 19:00:00,2,0,0,1,22.96,26.515,83,7.0015,231,2011,5,15
2134,2011-05-15 20:00:00,2,0,0,1,22.14,25.76,88,0.0,191,2011,5,15
2135,2011-05-15 21:00:00,2,0,0,1,22.14,25.76,88,0.0,151,2011,5,15
2136,2011-05-15 22:00:00,2,0,0,1,22.96,26.515,83,0.0,117,2011,5,15
2137,2011-05-15 23:00:00,2,0,0,1,22.14,25.76,88,15.0013,69,2011,5,15
2138,2011-05-16 00:00:00,2,0,1,1,21.32,25.0,94,7.0015,38,2011,5,16
2139,2011-05-16 01:00:00,2,0,1,1,21.32,25.0,94,8.9981,14,2011,5,16
2140,2011-05-16 02:00:00,2,0,1,1,20.5,24.24,100,6.0032,13,2011,5,16
2141,2011-05-16 03:00:00,2,0,1,1,20.5,24.24,94,11.0014,4,2011,5,16
2142,2011-05-16 04:00:00,2,0,1,1,20.5,24.24,100,8.9981,6,2011,5,16
2143,2011-05-16 05:00:00,2,0,1,1,20.5,24.24,93,12.998,21,2011,5,16
2144,2011-05-16 06:00:00,2,0,1,1,21.32,25.0,88,11.0014,104,2011,5,16
2145,2011-05-16 07:00:00,2,0,1,1,21.32,25.0,83,19.0012,272,2011,5,16
2146,2011-05-16 08:00:00,2,0,1,1,22.96,26.515,73,19.9995,394,2011,5,16
2147,2011-05-16 09:00:00,2,0,1,1,24.6,29.545,69,12.998,194,2011,5,16
2148,2011-05-16 10:00:00,2,0,1,1,25.42,30.305,65,6.0032,112,2011,5,16
2149,2011-05-16 11:00:00,2,0,1,1,26.24,31.06,57,0.0,185,2011,5,16
2150,2011-05-16 12:00:00,2,0,1,1,27.06,31.06,54,6.0032,209,2011,5,16
2151,2011-05-16 13:00:00,2,0,1,1,27.88,31.82,51,0.0,214,2011,5,16
2152,2011-05-16 14:00:00,2,0,1,1,27.88,31.82,51,0.0,193,2011,5,16
2153,2011-05-16 15:00:00,2,0,1,1,29.52,33.335,51,0.0,165,2011,5,16
2154,2011-05-16 16:00:00,2,0,1,3,24.6,28.79,78,16.9979,226,2011,5,16
2155,2011-05-16 17:00:00,2,0,1,1,23.78,27.275,88,15.0013,274,2011,5,16
2156,2011-05-16 18:00:00,2,0,1,3,23.78,27.275,83,12.998,453,2011,5,16
2157,2011-05-16 19:00:00,2,0,1,1,23.78,27.275,83,16.9979,308,2011,5,16
2158,2011-05-16 20:00:00,2,0,1,1,23.78,27.275,83,0.0,198,2011,5,16
2159,2011-05-16 21:00:00,2,0,1,1,23.78,27.275,83,0.0,177,2011,5,16
2160,2011-05-16 22:00:00,2,0,1,1,22.96,26.515,88,6.0032,127,2011,5,16
2161,2011-05-16 23:00:00,2,0,1,1,22.96,26.515,88,6.0032,57,2011,5,16
2162,2011-05-17 00:00:00,2,0,1,2,22.96,26.515,88,0.0,31,2011,5,17
2163,2011-05-17 01:00:00,2,0,1,3,22.96,26.515,88,0.0,13,2011,5,17
2164,2011-05-17 02:00:00,2,0,1,3,22.96,26.515,88,0.0,8,2011,5,17
2165,2011-05-17 03:00:00,2,0,1,3,22.14,25.76,94,16.9979,4,2011,5,17
2166,2011-05-17 04:00:00,2,0,1,3,22.14,25.76,94,16.9979,4,2011,5,17
2167,2011-05-17 05:00:00,2,0,1,3,21.32,25.0,94,16.9979,22,2011,5,17
2168,2011-05-17 06:00:00,2,0,1,3,21.32,25.0,94,16.9979,49,2011,5,17
2169,2011-05-17 07:00:00,2,0,1,2,21.32,25.0,94,16.9979,151,2011,5,17
2170,2011-05-17 08:00:00,2,0,1,2,21.32,25.0,94,19.9995,347,2011,5,17
2171,2011-05-17 09:00:00,2,0,1,2,22.14,25.76,88,16.9979,207,2011,5,17
2172,2011-05-17 10:00:00,2,0,1,3,22.14,25.76,88,16.9979,104,2011,5,17
2173,2011-05-17 11:00:00,2,0,1,2,22.96,26.515,83,27.9993,130,2011,5,17
2174,2011-05-17 12:00:00,2,0,1,3,22.96,26.515,83,27.9993,153,2011,5,17
2175,2011-05-17 13:00:00,2,0,1,2,22.96,26.515,88,22.0028,172,2011,5,17
2176,2011-05-17 14:00:00,2,0,1,1,25.42,29.545,73,31.0009,184,2011,5,17
2177,2011-05-17 15:00:00,2,0,1,1,25.42,30.305,69,30.0026,210,2011,5,17
2178,2011-05-17 16:00:00,2,0,1,1,25.42,30.305,61,22.0028,290,2011,5,17
2179,2011-05-17 17:00:00,2,0,1,1,25.42,30.305,65,27.9993,604,2011,5,17
2180,2011-05-17 18:00:00,2,0,1,1,24.6,29.545,69,19.9995,480,2011,5,17
2181,2011-05-17 19:00:00,2,0,1,1,24.6,29.545,69,16.9979,349,2011,5,17
2182,2011-05-17 20:00:00,2,0,1,1,23.78,27.275,83,27.9993,283,2011,5,17
2183,2011-05-17 21:00:00,2,0,1,1,22.14,25.76,88,16.9979,174,2011,5,17
2184,2011-05-17 22:00:00,2,0,1,2,22.14,25.76,88,19.0012,98,2011,5,17
2185,2011-05-17 23:00:00,2,0,1,2,22.14,25.76,88,16.9979,56,2011,5,17
2186,2011-05-18 00:00:00,2,0,1,2,22.14,25.76,88,15.0013,23,2011,5,18
2187,2011-05-18 01:00:00,2,0,1,2,22.14,25.76,88,16.9979,12,2011,5,18
2188,2011-05-18 02:00:00,2,0,1,3,21.32,25.0,94,15.0013,6,2011,5,18
2189,2011-05-18 03:00:00,2,0,1,3,21.32,25.0,94,19.9995,9,2011,5,18
2190,2011-05-18 04:00:00,2,0,1,3,21.32,25.0,94,19.9995,3,2011,5,18
2191,2011-05-18 05:00:00,2,0,1,1,21.32,25.0,100,15.0013,9,2011,5,18
2192,2011-05-18 06:00:00,2,0,1,1,21.32,25.0,100,8.9981,101,2011,5,18
2193,2011-05-18 07:00:00,2,0,1,1,22.14,25.76,88,12.998,274,2011,5,18
2194,2011-05-18 08:00:00,2,0,1,1,22.96,26.515,88,19.0012,453,2011,5,18
2195,2011-05-18 09:00:00,2,0,1,3,22.96,26.515,83,16.9979,202,2011,5,18
2196,2011-05-18 10:00:00,2,0,1,3,22.14,25.76,88,19.0012,106,2011,5,18
2197,2011-05-18 11:00:00,2,0,1,2,22.14,25.76,94,6.0032,23,2011,5,18
2198,2011-05-18 12:00:00,2,0,1,1,22.96,26.515,94,19.9995,54,2011,5,18
2199,2011-05-18 13:00:00,2,0,1,2,22.96,26.515,83,22.0028,122,2011,5,18
2200,2011-05-18 14:00:00,2,0,1,2,23.78,27.275,78,19.0012,138,2011,5,18
2201,2011-05-18 15:00:00,2,0,1,1,24.6,28.79,78,16.9979,167,2011,5,18
2202,2011-05-18 16:00:00,2,0,1,1,24.6,29.545,73,12.998,294,2011,5,18
2203,2011-05-18 17:00:00,2,0,1,1,24.6,29.545,69,8.9981,565,2011,5,18
2204,2011-05-18 18:00:00,2,0,1,1,24.6,29.545,73,15.0013,489,2011,5,18
2205,2011-05-18 19:00:00,2,0,1,3,22.96,26.515,88,8.9981,331,2011,5,18
2206,2011-05-18 20:00:00,2,0,1,3,22.96,26.515,88,8.9981,213,2011,5,18
2207,2011-05-18 21:00:00,2,0,1,1,21.32,25.0,88,0.0,85,2011,5,18
2208,2011-05-18 22:00:00,2,0,1,1,21.32,25.0,83,0.0,117,2011,5,18
2209,2011-05-18 23:00:00,2,0,1,1,21.32,25.0,94,6.0032,59,2011,5,18
2210,2011-05-19 00:00:00,2,0,1,1,21.32,25.0,94,7.0015,29,2011,5,19
2211,2011-05-19 01:00:00,2,0,1,1,20.5,24.24,94,0.0,6,2011,5,19
2212,2011-05-19 02:00:00,2,0,1,1,20.5,24.24,94,0.0,15,2011,5,19
2213,2011-05-19 03:00:00,2,0,1,1,19.68,23.485,100,0.0,4,2011,5,19
2214,2011-05-19 04:00:00,2,0,1,1,19.68,23.485,94,0.0,5,2011,5,19
2215,2011-05-19 05:00:00,2,0,1,1,19.68,23.485,94,0.0,26,2011,5,19
2216,2011-05-19 06:00:00,2,0,1,2,20.5,24.24,94,0.0,103,2011,5,19
2217,2011-05-19 07:00:00,2,0,1,2,20.5,24.24,100,0.0,257,2011,5,19
2218,2011-05-19 08:00:00,2,0,1,2,21.32,25.0,88,0.0,487,2011,5,19
2219,2011-05-19 09:00:00,2,0,1,2,22.14,25.76,88,6.0032,216,2011,5,19
2220,2011-05-19 10:00:00,2,0,1,2,22.14,25.76,83,0.0,130,2011,5,19
2221,2011-05-19 11:00:00,2,0,1,3,22.14,25.76,88,11.0014,164,2011,5,19
2222,2011-05-19 12:00:00,2,0,1,2,23.78,27.275,78,7.0015,168,2011,5,19
2223,2011-05-19 13:00:00,2,0,1,3,23.78,27.275,64,16.9979,183,2011,5,19
2224,2011-05-19 14:00:00,2,0,1,3,22.14,25.76,73,12.998,180,2011,5,19
2225,2011-05-19 15:00:00,2,0,1,1,22.96,26.515,78,11.0014,188,2011,5,19
2226,2011-05-19 16:00:00,2,0,1,1,23.78,27.275,64,12.998,302,2011,5,19
2227,2011-05-19 17:00:00,2,0,1,1,22.96,26.515,78,11.0014,547,2011,5,19
2228,2011-05-19 18:00:00,2,0,1,1,24.6,31.06,55,11.0014,513,2011,5,19
2229,2011-05-19 19:00:00,2,0,1,1,23.78,27.275,60,8.9981,410,2011,5,19
2230,2011-05-19 20:00:00,2,0,1,1,22.14,25.76,77,19.0012,282,2011,5,19
2231,2011-05-19 21:00:00,2,0,1,1,22.14,25.76,77,19.0012,209,2011,5,19
2232,2011-05-19 22:00:00,2,0,1,3,20.5,24.24,82,19.9995,79,2011,5,19
2233,2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,0.0,72,2011,5,19
2234,2011-06-01 00:00:00,2,0,1,1,28.7,33.335,79,11.0014,34,2011,6,1
2235,2011-06-01 01:00:00,2,0,1,1,28.7,33.335,84,16.9979,17,2011,6,1
2236,2011-06-01 02:00:00,2,0,1,1,28.7,33.335,79,11.0014,3,2011,6,1
2237,2011-06-01 03:00:00,2,0,1,1,27.88,31.82,89,12.998,6,2011,6,1
2238,2011-06-01 04:00:00,2,0,1,2,27.88,31.82,89,15.0013,4,2011,6,1
2239,2011-06-01 05:00:00,2,0,1,2,27.06,29.545,89,6.0032,21,2011,6,1
2240,2011-06-01 06:00:00,2,0,1,2,27.88,31.82,89,6.0032,128,2011,6,1
2241,2011-06-01 07:00:00,2,0,1,2,28.7,33.335,79,11.0014,284,2011,6,1
2242,2011-06-01 08:00:00,2,0,1,2,29.52,34.85,79,12.998,454,2011,6,1
2243,2011-06-01 09:00:00,2,0,1,2,30.34,35.605,74,15.0013,207,2011,6,1
2244,2011-06-01 10:00:00,2,0,1,2,31.16,37.12,75,16.9979,115,2011,6,1
2245,2011-06-01 11:00:00,2,0,1,2,33.62,40.15,59,15.0013,112,2011,6,1
2246,2011-06-01 12:00:00,2,0,1,1,35.26,41.665,53,0.0,169,2011,6,1
2247,2011-06-01 13:00:00,2,0,1,1,36.9,40.91,37,12.998,154,2011,6,1
2248,2011-06-01 14:00:00,2,0,1,1,36.9,40.91,37,16.9979,145,2011,6,1
2249,2011-06-01 15:00:00,2,0,1,1,36.9,41.665,39,19.9995,152,2011,6,1
2250,2011-06-01 16:00:00,2,0,1,1,35.26,40.15,47,19.9995,266,2011,6,1
2251,2011-06-01 17:00:00,2,0,1,1,35.26,40.15,47,19.9995,486,2011,6,1
2252,2011-06-01 18:00:00,2,0,1,3,33.62,39.395,56,26.0027,309,2011,6,1
2253,2011-06-01 19:00:00,2,0,1,2,30.34,35.605,79,11.0014,264,2011,6,1
2254,2011-06-01 20:00:00,2,0,1,2,30.34,35.605,79,16.9979,256,2011,6,1
2255,2011-06-01 21:00:00,2,0,1,1,30.34,34.85,70,19.0012,190,2011,6,1
2256,2011-06-01 22:00:00,2,0,1,1,30.34,34.85,66,8.9981,129,2011,6,1
2257,2011-06-01 23:00:00,2,0,1,1,30.34,33.335,51,11.0014,69,2011,6,1
2258,2011-06-02 00:00:00,2,0,1,1,30.34,32.575,40,23.9994,42,2011,6,2
2259,2011-06-02 01:00:00,2,0,1,1,29.52,32.575,38,7.0015,15,2011,6,2
2260,2011-06-02 02:00:00,2,0,1,1,28.7,31.82,39,0.0,6,2011,6,2
2261,2011-06-02 03:00:00,2,0,1,1,27.06,31.06,44,7.0015,4,2011,6,2
2262,2011-06-02 04:00:00,2,0,1,1,27.06,31.06,41,12.998,3,2011,6,2
2263,2011-06-02 05:00:00,2,0,1,1,27.06,31.06,39,15.0013,31,2011,6,2
2264,2011-06-02 06:00:00,2,0,1,1,27.06,31.06,39,8.9981,113,2011,6,2
2265,2011-06-02 07:00:00,2,0,1,1,28.7,31.82,34,16.9979,304,2011,6,2
2266,2011-06-02 08:00:00,2,0,1,1,28.7,31.82,32,19.9995,467,2011,6,2
2267,2011-06-02 09:00:00,2,0,1,1,29.52,31.82,26,23.9994,225,2011,6,2
2268,2011-06-02 10:00:00,2,0,1,1,29.52,32.575,28,32.9975,139,2011,6,2
2269,2011-06-02 11:00:00,2,0,1,1,30.34,32.575,28,26.0027,165,2011,6,2
2270,2011-06-02 12:00:00,2,0,1,1,31.16,33.335,25,31.0009,232,2011,6,2
2271,2011-06-02 13:00:00,2,0,1,1,32.8,34.09,24,23.9994,203,2011,6,2
2272,2011-06-02 14:00:00,2,0,1,1,31.98,33.335,24,22.0028,185,2011,6,2
2273,2011-06-02 15:00:00,2,0,1,1,32.8,34.09,21,26.0027,188,2011,6,2
2274,2011-06-02 16:00:00,2,0,1,1,32.8,34.09,22,32.9975,318,2011,6,2
2275,2011-06-02 17:00:00,2,0,1,1,31.16,32.575,20,35.0008,572,2011,6,2
2276,2011-06-02 18:00:00,2,0,1,1,30.34,32.575,22,26.0027,525,2011,6,2
2277,2011-06-02 19:00:00,2,0,1,1,29.52,31.82,23,19.9995,379,2011,6,2
2278,2011-06-02 20:00:00,2,0,1,1,28.7,31.82,24,12.998,337,2011,6,2
2279,2011-06-02 21:00:00,2,0,1,1,27.06,31.06,31,12.998,248,2011,6,2
2280,2011-06-02 22:00:00,2,0,1,1,26.24,31.06,33,16.9979,155,2011,6,2
2281,2011-06-02 23:00:00,2,0,1,1,25.42,31.06,35,15.0013,112,2011,6,2
2282,2011-06-03 00:00:00,2,0,1,1,25.42,31.06,38,19.0012,68,2011,6,3
2283,2011-06-03 01:00:00,2,0,1,1,24.6,31.06,38,23.9994,22,2011,6,3
2284,2011-06-03 02:00:00,2,0,1,1,22.96,26.515,43,15.0013,12,2011,6,3
2285,2011-06-03 03:00:00,2,0,1,1,22.14,25.76,49,15.0013,5,2011,6,3
2286,2011-06-03 04:00:00,2,0,1,1,21.32,25.0,48,22.0028,6,2011,6,3
2287,2011-06-03 05:00:00,2,0,1,1,21.32,25.0,48,23.9994,28,2011,6,3
2288,2011-06-03 06:00:00,2,0,1,1,22.14,25.76,45,19.9995,106,2011,6,3
2289,2011-06-03 07:00:00,2,0,1,1,22.14,25.76,45,16.9979,277,2011,6,3
2290,2011-06-03 08:00:00,2,0,1,2,22.96,26.515,43,22.0028,502,2011,6,3
2291,2011-06-03 09:00:00,2,0,1,1,23.78,27.275,40,11.0014,230,2011,6,3
2292,2011-06-03 10:00:00,2,0,1,1,25.42,31.06,33,16.9979,161,2011,6,3
2293,2011-06-03 11:00:00,2,0,1,1,26.24,31.06,31,22.0028,192,2011,6,3
2294,2011-06-03 12:00:00,2,0,1,1,27.06,31.06,27,19.0012,259,2011,6,3
2295,2011-06-03 13:00:00,2,0,1,1,27.88,31.06,26,16.9979,248,2011,6,3
2296,2011-06-03 14:00:00,2,0,1,1,28.7,31.82,28,19.0012,240,2011,6,3
2297,2011-06-03 15:00:00,2,0,1,1,28.7,31.82,28,19.0012,212,2011,6,3
2298,2011-06-03 16:00:00,2,0,1,1,29.52,31.82,26,22.0028,349,2011,6,3
2299,2011-06-03 17:00:00,2,0,1,1,29.52,31.82,25,19.0012,558,2011,6,3
2300,2011-06-03 18:00:00,2,0,1,1,28.7,31.82,24,19.9995,564,2011,6,3
2301,2011-06-03 19:00:00,2,0,1,1,27.88,31.06,26,19.0012,391,2011,6,3
2302,2011-06-03 20:00:00,2,0,1,1,26.24,31.06,29,11.0014,293,2011,6,3
2303,2011-06-03 21:00:00,2,0,1,1,26.24,31.06,29,7.0015,247,2011,6,3
2304,2011-06-03 22:00:00,2,0,1,1,25.42,31.06,35,0.0,171,2011,6,3
2305,2011-06-03 23:00:00,2,0,1,1,23.78,27.275,46,7.0015,171,2011,6,3
2306,2011-06-04 00:00:00,2,0,0,1,22.96,26.515,52,0.0,93,2011,6,4
2307,2011-06-04 01:00:00,2,0,0,1,22.14,25.76,64,7.0015,94,2011,6,4
2308,2011-06-04 02:00:00,2,0,0,1,22.14,25.76,56,12.998,59,2011,6,4
2309,2011-06-04 03:00:00,2,0,0,1,21.32,25.0,59,7.0015,18,2011,6,4
2310,2011-06-04 04:00:00,2,0,0,1,21.32,25.0,59,6.0032,15,2011,6,4
2311,2011-06-04 05:00:00,2,0,0,1,20.5,24.24,64,0.0,8,2011,6,4
2312,2011-06-04 06:00:00,2,0,0,1,22.14,25.76,60,0.0,28,2011,6,4
2313,2011-06-04 07:00:00,2,0,0,1,22.96,26.515,56,0.0,87,2011,6,4
2314,2011-06-04 08:00:00,2,0,0,1,24.6,31.06,46,6.0032,125,2011,6,4
2315,2011-06-04 09:00:00,2,0,0,1,25.42,31.06,43,8.9981,224,2011,6,4
2316,2011-06-04 10:00:00,2,0,0,1,26.24,31.06,38,7.0015,317,2011,6,4
2317,2011-06-04 11:00:00,2,0,0,1,27.06,31.06,36,8.9981,369,2011,6,4
2318,2011-06-04 12:00:00,2,0,0,1,28.7,31.82,32,11.0014,420,2011,6,4
2319,2011-06-04 13:00:00,2,0,0,1,30.34,32.575,28,8.9981,456,2011,6,4
2320,2011-06-04 14:00:00,2,0,0,1,30.34,32.575,33,15.0013,451,2011,6,4
2321,2011-06-04 15:00:00,2,0,0,2,30.34,32.575,27,27.9993,404,2011,6,4
