datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,month,day,hour,year,date,is_night
2011-03-11 01:00:00,Winter,0,1,Light Snow/Rain,13.94,17.425,100,7.0015,0,8,8,3,Friday,1,2011,649,1
2011-03-11 02:00:00,Winter,0,1,Light Snow/Rain,13.94,17.425,100,7.0015,2,3,5,3,Friday,2,2011,649,1
2011-03-11 03:00:00,Winter,0,1,Misty+Cloudy,13.12,16.665,93,6.0032,0,2,2,3,Friday,3,2011,649,1
2011-03-11 05:00:00,Winter,0,1,Clear,12.3,14.395,81,15.0013,1,6,7,3,Friday,5,2011,649,1
2011-03-11 06:00:00,Winter,0,1,Clear,10.66,12.12,81,19.0012,1,31,32,3,Friday,6,2011,649,1
2011-03-11 07:00:00,Winter,0,1,Clear,10.66,12.88,70,12.998,10,104,114,3,Friday,7,2011,649,1
2011-03-11 08:00:00,Winter,0,1,Clear,11.48,13.635,70,16.9979,15,244,259,3,Friday,8,2011,649,1
2011-03-11 09:00:00,Winter,0,1,Misty+Cloudy,12.3,14.395,61,19.0012,13,143,156,3,Friday,9,2011,649,0
2011-03-11 10:00:00,Winter,0,1,Misty+Cloudy,13.12,15.15,57,19.9995,18,60,78,3,Friday,10,2011,649,0
2011-03-11 11:00:00,Winter,0,1,Misty+Cloudy,13.12,15.15,57,19.9995,14,67,81,3,Friday,11,2011,649,0
2011-03-11 12:00:00,Winter,0,1,Misty+Cloudy,13.94,15.91,53,16.9979,15,96,111,3,Friday,12,2011,649,0
2011-03-11 13:00:00,Winter,0,1,Clear,14.76,16.665,53,16.9979,15,92,107,3,Friday,13,2011,649,0
2011-03-11 14:00:00,Winter,0,1,Misty+Cloudy,14.76,16.665,50,23.9994,25,64,89,3,Friday,14,2011,649,0
2011-03-11 15:00:00,Winter,0,1,Misty+Cloudy,13.94,15.91,53,16.9979,21,64,85,3,Friday,15,2011,649,0
2011-03-11 16:00:00,Winter,0,1,Misty+Cloudy,13.94,15.15,49,19.9995,18,95,113,3,Friday,16,2011,649,0
2011-03-11 17:00:00,Winter,0,1,Clear,13.94,15.91,49,15.0013,23,200,223,3,Friday,17,2011,649,0
2011-03-11 18:00:00,Winter,0,1,Clear,13.12,15.15,49,22.0028,19,134,153,3,Friday,18,2011,649,0
2011-03-11 19:00:00,Winter,0,1,Clear,12.3,13.635,56,22.0028,7,111,118,3,Friday,19,2011,649,0
2011-03-11 20:00:00,Winter,0,1,Clear,12.3,15.15,56,11.0014,6,70,76,3,Friday,20,2011,649,1
2011-03-11 21:00:00,Winter,0,1,Misty+Cloudy,12.3,14.395,52,16.9979,10,43,53,3,Friday,21,2011,649,1
2011-03-11 22:00:00,Winter,0,1,Clear,12.3,15.15,52,11.0014,11,53,64,3,Friday,22,2011,649,1
2011-03-11 23:00:00,Winter,0,1,Clear,12.3,14.395,52,16.9979,3,34,37,3,Friday,23,2011,649,1
2011-03-12 00:00:00,Winter,0,0,Clear,10.66,13.635,60,8.9981,4,30,34,3,Saturday,0,2011,648,1
2011-03-12 01:00:00,Winter,0,0,Clear,9.84,11.365,65,12.998,3,15,18,3,Saturday,1,2011,648,1
2011-03-12 02:00:00,Winter,0,0,Clear,9.84,11.365,65,12.998,0,14,14,3,Saturday,2,2011,648,1
2011-03-12 03:00:00,Winter,0,0,Clear,9.84,11.365,65,16.9979,1,6,7,3,Saturday,3,2011,648,1
2011-03-12 04:00:00,Winter,0,0,Clear,9.84,11.365,65,16.9979,0,1,1,3,Saturday,4,2011,648,1
2011-03-12 05:00:00,Winter,0,0,Clear,9.02,11.365,69,12.998,0,2,2,3,Saturday,5,2011,648,1
2011-03-12 06:00:00,Winter,0,0,Clear,9.02,10.605,75,16.9979,2,2,4,3,Saturday,6,2011,648,1
2011-03-12 07:00:00,Winter,0,0,Clear,9.84,11.365,70,12.998,4,19,23,3,Saturday,7,2011,648,1
2011-03-12 08:00:00,Winter,0,0,Clear,10.66,12.88,65,11.0014,9,44,53,3,Saturday,8,2011,648,1
2011-03-12 09:00:00,Winter,0,0,Clear,11.48,14.395,65,7.0015,25,76,101,3,Saturday,9,2011,648,0
2011-03-12 10:00:00,Winter,0,0,Clear,13.12,15.15,66,15.0013,21,78,99,3,Saturday,10,2011,648,0
2011-03-12 11:00:00,Winter,0,0,Clear,13.94,15.15,49,22.0028,36,83,119,3,Saturday,11,2011,648,0
2011-03-12 12:00:00,Winter,0,0,Clear,13.94,15.91,53,19.0012,51,107,158,3,Saturday,12,2011,648,0
2011-03-12 13:00:00,Winter,0,0,Clear,14.76,16.665,51,23.9994,62,95,157,3,Saturday,13,2011,648,0
2011-03-12 14:00:00,Winter,0,0,Clear,16.4,20.455,50,30.0026,70,96,166,3,Saturday,14,2011,648,0
2011-03-12 15:00:00,Winter,0,0,Clear,17.22,21.21,44,32.9975,81,101,182,3,Saturday,15,2011,648,0
2011-03-12 16:00:00,Winter,0,0,Clear,18.86,22.725,41,30.0026,100,144,244,3,Saturday,16,2011,648,0
2011-03-12 17:00:00,Winter,0,0,Clear,18.86,22.725,44,22.0028,99,114,213,3,Saturday,17,2011,648,0
2011-03-12 18:00:00,Winter,0,0,Clear,17.22,21.21,54,11.0014,54,91,145,3,Saturday,18,2011,648,0
2011-03-12 19:00:00,Winter,0,0,Clear,17.22,21.21,54,6.0032,26,86,112,3,Saturday,19,2011,648,0
2011-03-12 20:00:00,Winter,0,0,Clear,16.4,20.455,58,7.0015,22,64,86,3,Saturday,20,2011,648,1
2011-03-12 21:00:00,Winter,0,0,Clear,15.58,19.695,62,0.0,36,46,82,3,Saturday,21,2011,648,1
2011-03-12 22:00:00,Winter,0,0,Clear,14.76,18.94,71,0.0,7,56,63,3,Saturday,22,2011,648,1
2011-03-12 23:00:00,Winter,0,0,Clear,15.58,19.695,66,6.0032,11,38,49,3,Saturday,23,2011,648,1
2011-03-13 00:00:00,Winter,0,0,Clear,15.58,19.695,62,7.0015,3,35,38,3,Sunday,0,2011,647,1
2011-03-13 01:00:00,Winter,0,0,Clear,14.76,17.425,66,8.9981,10,23,33,3,Sunday,1,2011,647,1
2011-03-13 03:00:00,Winter,0,0,Clear,13.94,16.665,76,8.9981,6,17,23,3,Sunday,3,2011,647,1
2011-03-13 04:00:00,Winter,0,0,Clear,13.94,16.665,66,11.0014,4,9,13,3,Sunday,4,2011,647,1
2011-03-13 05:00:00,Winter,0,0,Clear,14.76,17.425,62,8.9981,0,3,3,3,Sunday,5,2011,647,1
2011-03-13 06:00:00,Winter,0,0,Clear,13.94,18.18,66,0.0,0,2,2,3,Sunday,6,2011,647,1
2011-03-13 07:00:00,Winter,0,0,Clear,14.76,17.425,62,12.998,2,8,10,3,Sunday,7,2011,647,1
2011-03-13 08:00:00,Winter,0,0,Clear,16.4,20.455,50,19.9995,11,23,34,3,Sunday,8,2011,647,1
2011-03-13 09:00:00,Winter,0,0,Clear,16.4,20.455,50,27.9993,8,36,44,3,Sunday,9,2011,647,0
2011-03-13 10:00:00,Winter,0,0,Clear,17.22,21.21,47,16.9979,36,86,122,3,Sunday,10,2011,647,0
2011-03-13 11:00:00,Winter,0,0,Clear,18.04,21.97,41,27.9993,88,93,181,3,Sunday,11,2011,647,0
2011-03-13 12:00:00,Winter,0,0,Clear,18.86,22.725,38,26.0027,74,120,194,3,Sunday,12,2011,647,0
2011-03-13 13:00:00,Winter,0,0,Clear,18.86,22.725,38,26.0027,97,124,221,3,Sunday,13,2011,647,0
2011-03-13 14:00:00,Winter,0,0,Clear,18.86,22.725,41,19.9995,144,106,250,3,Sunday,14,2011,647,0
2011-03-13 15:00:00,Winter,0,0,Clear,19.68,23.485,39,22.0028,149,155,304,3,Sunday,15,2011,647,0
2011-03-13 16:00:00,Winter,0,0,Clear,18.86,22.725,41,26.0027,124,132,256,3,Sunday,16,2011,647,0
2011-03-13 17:00:00,Winter,0,0,Clear,18.04,21.97,41,23.9994,98,143,241,3,Sunday,17,2011,647,0
2011-03-13 18:00:00,Winter,0,0,Clear,16.4,20.455,43,23.9994,55,92,147,3,Sunday,18,2011,647,0
2011-03-13 19:00:00,Winter,0,0,Clear,14.76,16.665,50,23.9994,28,73,101,3,Sunday,19,2011,647,0
2011-03-13 20:00:00,Winter,0,0,Clear,13.12,15.15,57,19.9995,23,54,77,3,Sunday,20,2011,647,1
2011-03-13 21:00:00,Winter,0,0,Clear,12.3,14.395,56,16.9979,9,49,58,3,Sunday,21,2011,647,1
2011-03-13 22:00:00,Winter,0,0,Clear,12.3,13.635,56,22.0028,8,29,37,3,Sunday,22,2011,647,1
2011-03-13 23:00:00,Winter,0,0,Clear,10.66,12.88,65,15.0013,5,23,28,3,Sunday,23,2011,647,1
2011-03-14 00:00:00,Winter,0,1,Clear,10.66,13.635,65,7.0015,4,7,11,3,Monday,0,2011,646,1
2011-03-14 01:00:00,Winter,0,1,Clear,10.66,14.395,65,6.0032,0,1,1,3,Monday,1,2011,646,1
2011-03-14 02:00:00,Winter,0,1,Clear,10.66,14.395,65,6.0032,0,1,1,3,Monday,2,2011,646,1
2011-03-14 03:00:00,Winter,0,1,Clear,10.66,13.635,65,8.9981,0,3,3,3,Monday,3,2011,646,1
2011-03-14 05:00:00,Winter,0,1,Clear,9.84,12.12,70,8.9981,0,8,8,3,Monday,5,2011,646,1
2011-03-14 06:00:00,Winter,0,1,Clear,10.66,13.635,65,8.9981,1,27,28,3,Monday,6,2011,646,1
2011-03-14 07:00:00,Winter,0,1,Misty+Cloudy,11.48,15.91,61,0.0,4,84,88,3,Monday,7,2011,646,1
2011-03-14 08:00:00,Winter,0,1,Misty+Cloudy,12.3,15.15,56,8.9981,24,217,241,3,Monday,8,2011,646,1
2011-03-14 09:00:00,Winter,0,1,Clear,13.12,15.15,53,22.0028,13,127,140,3,Monday,9,2011,646,0
2011-03-14 10:00:00,Winter,0,1,Clear,13.94,15.91,42,16.9979,27,57,84,3,Monday,10,2011,646,0
2011-03-14 11:00:00,Winter,0,1,Clear,14.76,16.665,40,16.9979,26,45,71,3,Monday,11,2011,646,0
2011-03-14 12:00:00,Winter,0,1,Clear,15.58,19.695,37,0.0,40,54,94,3,Monday,12,2011,646,0
2011-03-14 13:00:00,Winter,0,1,Clear,15.58,19.695,36,22.0028,24,51,75,3,Monday,13,2011,646,0
2011-03-14 14:00:00,Winter,0,1,Misty+Cloudy,15.58,19.695,34,0.0,27,52,79,3,Monday,14,2011,646,0
2011-03-14 15:00:00,Winter,0,1,Clear,15.58,19.695,37,11.0014,24,77,101,3,Monday,15,2011,646,0
2011-03-14 16:00:00,Winter,0,1,Clear,16.4,20.455,35,7.0015,27,80,107,3,Monday,16,2011,646,0
2011-03-14 17:00:00,Winter,0,1,Clear,15.58,19.695,40,12.998,42,229,271,3,Monday,17,2011,646,0
2011-03-14 18:00:00,Winter,0,1,Clear,14.76,18.18,40,7.0015,25,210,235,3,Monday,18,2011,646,0
2011-03-14 19:00:00,Winter,0,1,Clear,14.76,17.425,43,8.9981,17,133,150,3,Monday,19,2011,646,0
2011-03-14 20:00:00,Winter,0,1,Clear,13.94,15.91,46,15.0013,23,106,129,3,Monday,20,2011,646,1
2011-03-14 21:00:00,Winter,0,1,Clear,13.94,16.665,46,8.9981,5,58,63,3,Monday,21,2011,646,1
2011-03-14 22:00:00,Winter,0,1,Clear,13.12,16.665,49,7.0015,4,43,47,3,Monday,22,2011,646,1
2011-03-14 23:00:00,Winter,0,1,Clear,13.12,17.425,53,0.0,2,17,19,3,Monday,23,2011,646,1
2011-03-15 00:00:00,Winter,0,1,Clear,13.12,17.425,53,0.0,7,7,14,3,Teusday,0,2011,645,1
2011-03-15 01:00:00,Winter,0,1,Clear,12.3,15.15,62,6.0032,4,6,10,3,Teusday,1,2011,645,1
2011-03-15 02:00:00,Winter,0,1,Clear,12.3,15.15,62,6.0032,1,2,3,3,Teusday,2,2011,645,1
2011-03-15 04:00:00,Winter,0,1,Clear,9.84,12.88,75,6.0032,1,1,2,3,Teusday,4,2011,645,1
2011-03-15 05:00:00,Winter,0,1,Clear,9.84,11.365,75,12.998,0,11,11,3,Teusday,5,2011,645,1
2011-03-15 06:00:00,Winter,0,1,Clear,9.02,11.365,80,12.998,3,32,35,3,Teusday,6,2011,645,1
2011-03-15 07:00:00,Winter,0,1,Clear,9.84,12.12,75,11.0014,10,109,119,3,Teusday,7,2011,645,1
2011-03-15 08:00:00,Winter,0,1,Clear,10.66,14.395,70,6.0032,23,259,282,3,Teusday,8,2011,645,1
2011-03-15 09:00:00,Winter,0,1,Misty+Cloudy,12.3,16.665,70,0.0,10,147,157,3,Teusday,9,2011,645,0
2011-03-15 10:00:00,Winter,0,1,Misty+Cloudy,13.12,15.91,66,12.998,22,56,78,3,Teusday,10,2011,645,0
2011-03-15 11:00:00,Winter,0,1,Misty+Cloudy,13.94,15.91,57,15.0013,27,51,78,3,Teusday,11,2011,645,0
2011-03-15 12:00:00,Winter,0,1,Misty+Cloudy,14.76,17.425,50,15.0013,32,70,102,3,Teusday,12,2011,645,0
2011-03-15 13:00:00,Winter,0,1,Misty+Cloudy,14.76,16.665,57,19.0012,23,74,97,3,Teusday,13,2011,645,0
2011-03-15 14:00:00,Winter,0,1,Misty+Cloudy,15.58,19.695,46,19.9995,14,74,88,3,Teusday,14,2011,645,0
2011-03-15 15:00:00,Winter,0,1,Misty+Cloudy,15.58,19.695,43,19.0012,24,66,90,3,Teusday,15,2011,645,0
2011-03-15 16:00:00,Winter,0,1,Misty+Cloudy,15.58,19.695,46,22.0028,21,93,114,3,Teusday,16,2011,645,0
2011-03-15 17:00:00,Winter,0,1,Misty+Cloudy,14.76,17.425,62,12.998,22,195,217,3,Teusday,17,2011,645,0
2011-03-15 18:00:00,Winter,0,1,Misty+Cloudy,14.76,16.665,62,19.9995,18,207,225,3,Teusday,18,2011,645,0
2011-03-15 19:00:00,Winter,0,1,Misty+Cloudy,13.94,15.91,71,19.0012,14,138,152,3,Teusday,19,2011,645,0
2011-03-15 20:00:00,Winter,0,1,Misty+Cloudy,13.94,15.91,71,19.0012,9,79,88,3,Teusday,20,2011,645,1
2011-03-15 21:00:00,Winter,0,1,Light Snow/Rain,13.12,16.665,81,7.0015,2,53,55,3,Teusday,21,2011,645,1
2011-03-15 22:00:00,Winter,0,1,Misty+Cloudy,13.12,15.91,87,11.0014,1,20,21,3,Teusday,22,2011,645,1
2011-03-15 23:00:00,Winter,0,1,Misty+Cloudy,13.12,15.91,87,11.0014,1,17,18,3,Teusday,23,2011,645,1
2011-03-16 00:00:00,Winter,0,1,Light Snow/Rain,12.3,14.395,93,16.9979,0,8,8,3,Wednesday,0,2011,644,1
2011-03-16 01:00:00,Winter,0,1,Light Snow/Rain,12.3,13.635,100,19.9995,1,2,3,3,Wednesday,1,2011,644,1
2011-03-16 03:00:00,Winter,0,1,Misty+Cloudy,11.48,13.635,100,15.0013,1,2,3,3,Wednesday,3,2011,644,1
2011-03-16 04:00:00,Winter,0,1,Misty+Cloudy,12.3,15.15,93,11.0014,0,1,1,3,Wednesday,4,2011,644,1
2011-03-16 05:00:00,Winter,0,1,Misty+Cloudy,12.3,15.91,93,7.0015,0,3,3,3,Wednesday,5,2011,644,1
2011-03-16 06:00:00,Winter,0,1,Misty+Cloudy,12.3,15.91,93,7.0015,1,30,31,3,Wednesday,6,2011,644,1
2011-03-16 07:00:00,Winter,0,1,Misty+Cloudy,12.3,14.395,93,12.998,10,101,111,3,Wednesday,7,2011,644,1
2011-03-16 08:00:00,Winter,0,1,Misty+Cloudy,13.12,15.91,93,0.0,26,227,253,3,Wednesday,8,2011,644,1
2011-03-16 09:00:00,Winter,0,1,Misty+Cloudy,13.12,16.665,93,8.9981,10,144,154,3,Wednesday,9,2011,644,0
2011-03-16 10:00:00,Winter,0,1,Misty+Cloudy,14.76,17.425,81,11.0014,19,49,68,3,Wednesday,10,2011,644,0
2011-03-16 11:00:00,Winter,0,1,Misty+Cloudy,14.76,17.425,81,8.9981,13,62,75,3,Wednesday,11,2011,644,0
2011-03-16 12:00:00,Winter,0,1,Misty+Cloudy,16.4,20.455,71,7.0015,23,65,88,3,Wednesday,12,2011,644,0
2011-03-16 13:00:00,Winter,0,1,Misty+Cloudy,16.4,20.455,76,8.9981,18,81,99,3,Wednesday,13,2011,644,0
2011-03-16 14:00:00,Winter,0,1,Misty+Cloudy,16.4,20.455,76,15.0013,33,67,100,3,Wednesday,14,2011,644,0
2011-03-16 15:00:00,Winter,0,1,Misty+Cloudy,16.4,20.455,76,16.9979,22,79,101,3,Wednesday,15,2011,644,0
2011-03-16 16:00:00,Winter,0,1,Misty+Cloudy,16.4,20.455,76,11.0014,30,121,151,3,Wednesday,16,2011,644,0
2011-03-16 17:00:00,Winter,0,1,Misty+Cloudy,18.04,21.97,54,19.9995,37,216,253,3,Wednesday,17,2011,644,0
2011-03-16 18:00:00,Winter,0,1,Misty+Cloudy,18.04,21.97,54,15.0013,26,211,237,3,Wednesday,18,2011,644,0
2011-03-16 19:00:00,Winter,0,1,Misty+Cloudy,18.04,21.97,51,22.0028,18,150,168,3,Wednesday,19,2011,644,0
2011-03-16 20:00:00,Winter,0,1,Misty+Cloudy,17.22,21.21,54,19.9995,10,111,121,3,Wednesday,20,2011,644,1
2011-03-16 21:00:00,Winter,0,1,Misty+Cloudy,17.22,21.21,58,19.0012,3,75,78,3,Wednesday,21,2011,644,1
2011-03-16 22:00:00,Winter,0,1,Misty+Cloudy,16.4,20.455,62,26.0027,11,48,59,3,Wednesday,22,2011,644,1
2011-03-16 23:00:00,Winter,0,1,Clear,16.4,20.455,65,12.998,9,18,27,3,Wednesday,23,2011,644,1
2011-03-17 00:00:00,Winter,0,1,Clear,15.58,19.695,66,16.9979,4,19,23,3,Thursday,0,2011,643,1
2011-03-17 01:00:00,Winter,0,1,Clear,14.76,17.425,71,15.0013,1,11,12,3,Thursday,1,2011,643,1
2011-03-17 02:00:00,Winter,0,1,Clear,13.94,15.15,71,19.9995,3,5,8,3,Thursday,2,2011,643,1
2011-03-17 03:00:00,Winter,0,1,Clear,13.94,16.665,66,11.0014,1,1,2,3,Thursday,3,2011,643,1
2011-03-17 04:00:00,Winter,0,1,Clear,13.94,16.665,71,12.998,0,3,3,3,Thursday,4,2011,643,1
2011-03-17 05:00:00,Winter,0,1,Clear,13.12,16.665,76,7.0015,0,13,13,3,Thursday,5,2011,643,1
2011-03-17 06:00:00,Winter,0,1,Clear,13.12,15.91,76,12.998,4,47,51,3,Thursday,6,2011,643,1
2011-03-17 07:00:00,Winter,0,1,Clear,13.12,16.665,76,8.9981,12,128,140,3,Thursday,7,2011,643,1
2011-03-17 08:00:00,Winter,0,1,Clear,14.76,17.425,66,8.9981,17,282,299,3,Thursday,8,2011,643,1
2011-03-17 09:00:00,Winter,0,1,Clear,16.4,20.455,62,16.9979,23,162,185,3,Thursday,9,2011,643,0
2011-03-17 10:00:00,Winter,0,1,Clear,18.04,21.97,54,22.0028,9,69,78,3,Thursday,10,2011,643,0
2011-03-17 11:00:00,Winter,0,1,Clear,18.04,21.97,54,19.0012,20,66,86,3,Thursday,11,2011,643,0
2011-03-17 12:00:00,Winter,0,1,Clear,20.5,24.24,45,15.0013,24,81,105,3,Thursday,12,2011,643,0
2011-03-17 13:00:00,Winter,0,1,Misty+Cloudy,21.32,25.0,42,6.0032,26,85,111,3,Thursday,13,2011,643,0
2011-03-17 14:00:00,Winter,0,1,Clear,20.5,24.24,45,7.0015,32,87,119,3,Thursday,14,2011,643,0
2011-03-17 15:00:00,Winter,0,1,Clear,21.32,25.0,42,16.9979,30,95,125,3,Thursday,15,2011,643,0
2011-03-17 16:00:00,Winter,0,1,Clear,20.5,24.24,48,19.0012,34,108,142,3,Thursday,16,2011,643,0
2011-03-17 17:00:00,Winter,0,1,Clear,20.5,24.24,42,12.998,48,265,313,3,Thursday,17,2011,643,0
2011-03-17 18:00:00,Winter,0,1,Misty+Cloudy,18.86,22.725,59,11.0014,50,260,310,3,Thursday,18,2011,643,0
2011-03-17 19:00:00,Winter,0,1,Clear,18.04,21.97,58,12.998,18,189,207,3,Thursday,19,2011,643,0
2011-03-17 20:00:00,Winter,0,1,Clear,17.22,21.21,67,15.0013,25,112,137,3,Thursday,20,2011,643,1
2011-03-17 21:00:00,Winter,0,1,Clear,17.22,21.21,62,15.0013,19,119,138,3,Thursday,21,2011,643,1
2011-03-17 22:00:00,Winter,0,1,Clear,16.4,20.455,66,15.0013,17,70,87,3,Thursday,22,2011,643,1
2011-03-17 23:00:00,Winter,0,1,Clear,17.22,21.21,62,19.0012,7,43,50,3,Thursday,23,2011,643,1
2011-03-18 00:00:00,Winter,0,1,Clear,17.22,21.21,58,19.0012,5,24,29,3,Friday,0,2011,642,1
2011-03-18 01:00:00,Winter,0,1,Clear,16.4,20.455,62,16.9979,4,12,16,3,Friday,1,2011,642,1
2011-03-18 02:00:00,Winter,0,1,Clear,16.4,20.455,62,12.998,5,9,14,3,Friday,2,2011,642,1
2011-03-18 03:00:00,Winter,0,1,Clear,14.76,17.425,71,12.998,1,4,5,3,Friday,3,2011,642,1
2011-03-18 05:00:00,Winter,0,1,Clear,15.58,19.695,66,11.0014,2,8,10,3,Friday,5,2011,642,1
2011-03-18 06:00:00,Winter,0,1,Clear,16.4,20.455,66,12.998,1,35,36,3,Friday,6,2011,642,1
2011-03-18 07:00:00,Winter,0,1,Clear,16.4,20.455,66,12.998,11,112,123,3,Friday,7,2011,642,1
2011-03-18 08:00:00,Winter,0,1,Clear,17.22,21.21,67,16.9979,24,256,280,3,Friday,8,2011,642,1
2011-03-18 09:00:00,Winter,0,1,Clear,18.86,22.725,63,15.0013,18,192,210,3,Friday,9,2011,642,0
2011-03-18 10:00:00,Winter,0,1,Clear,21.32,25.0,53,19.0012,43,74,117,3,Friday,10,2011,642,0
2011-03-18 11:00:00,Winter,0,1,Clear,22.14,25.76,52,19.0012,55,104,159,3,Friday,11,2011,642,0
2011-03-18 12:00:00,Winter,0,1,Misty+Cloudy,22.96,26.515,49,23.9994,72,123,195,3,Friday,12,2011,642,0
2011-03-18 13:00:00,Winter,0,1,Clear,26.24,31.06,41,19.0012,57,118,175,3,Friday,13,2011,642,0
2011-03-18 14:00:00,Winter,0,1,Clear,27.06,31.06,39,16.9979,71,103,174,3,Friday,14,2011,642,0
2011-03-18 15:00:00,Winter,0,1,Misty+Cloudy,27.88,31.82,39,23.9994,62,111,173,3,Friday,15,2011,642,0
2011-03-18 16:00:00,Winter,0,1,Clear,27.88,31.82,39,19.0012,67,137,204,3,Friday,16,2011,642,0
2011-03-18 17:00:00,Winter,0,1,Clear,28.7,31.82,37,22.0028,95,237,332,3,Friday,17,2011,642,0
2011-03-18 18:00:00,Winter,0,1,Clear,27.88,31.82,39,11.0014,84,247,331,3,Friday,18,2011,642,0
2011-03-18 19:00:00,Winter,0,1,Clear,27.06,31.06,44,8.9981,58,132,190,3,Friday,19,2011,642,0
2011-03-18 20:00:00,Winter,0,1,Clear,25.42,31.06,46,8.9981,46,103,149,3,Friday,20,2011,642,1
2011-03-18 21:00:00,Winter,0,1,Clear,25.42,31.06,46,7.0015,22,91,113,3,Friday,21,2011,642,1
2011-03-18 22:00:00,Winter,0,1,Clear,25.42,31.06,50,11.0014,55,63,118,3,Friday,22,2011,642,1
2011-03-18 23:00:00,Winter,0,1,Misty+Cloudy,24.6,31.06,53,15.0013,26,60,86,3,Friday,23,2011,642,1
2011-03-19 00:00:00,Winter,0,0,Misty+Cloudy,24.6,31.06,53,16.9979,26,50,76,3,Saturday,0,2011,641,1
2011-03-19 01:00:00,Winter,0,0,Misty+Cloudy,23.78,27.275,46,23.9994,16,35,51,3,Saturday,1,2011,641,1
2011-03-19 02:00:00,Winter,0,0,Misty+Cloudy,22.96,26.515,43,15.0013,5,20,25,3,Saturday,2,2011,641,1
2011-03-19 03:00:00,Winter,0,0,Misty+Cloudy,22.14,25.76,39,22.0028,1,7,8,3,Saturday,3,2011,641,1
2011-03-19 04:00:00,Winter,0,0,Clear,21.32,25.0,34,27.9993,1,2,3,3,Saturday,4,2011,641,1
2011-03-19 05:00:00,Winter,0,0,Clear,21.32,25.0,34,27.9993,0,2,2,3,Saturday,5,2011,641,1
2011-03-19 06:00:00,Winter,0,0,Clear,18.04,21.97,44,27.9993,0,10,10,3,Saturday,6,2011,641,1
2011-03-19 07:00:00,Winter,0,0,Clear,16.4,20.455,50,22.0028,4,9,13,3,Saturday,7,2011,641,1
2011-03-19 08:00:00,Winter,0,0,Clear,17.22,21.21,47,32.9975,11,37,48,3,Saturday,8,2011,641,1
2011-03-19 09:00:00,Winter,0,0,Clear,17.22,21.21,44,31.0009,35,41,76,3,Saturday,9,2011,641,0
2011-03-19 10:00:00,Winter,0,0,Clear,18.04,21.97,38,27.9993,55,85,140,3,Saturday,10,2011,641,0
2011-03-19 11:00:00,Winter,0,0,Clear,18.86,22.725,36,30.0026,90,106,196,3,Saturday,11,2011,641,0
2011-03-19 12:00:00,Winter,0,0,Clear,18.86,22.725,33,27.9993,126,141,267,3,Saturday,12,2011,641,0
2011-03-19 13:00:00,Winter,0,0,Clear,20.5,24.24,34,31.0009,174,127,301,3,Saturday,13,2011,641,0
2011-03-19 14:00:00,Winter,0,0,Clear,20.5,24.24,31,32.9975,168,144,312,3,Saturday,14,2011,641,0
2011-03-19 15:00:00,Winter,0,0,Clear,20.5,24.24,29,27.9993,170,143,313,3,Saturday,15,2011,641,0
2011-03-19 16:00:00,Winter,0,0,Clear,20.5,24.24,31,26.0027,175,129,304,3,Saturday,16,2011,641,0
2011-03-19 17:00:00,Winter,0,0,Clear,19.68,23.485,31,22.0028,138,140,278,3,Saturday,17,2011,641,0
2011-03-19 18:00:00,Winter,0,0,Clear,18.86,22.725,31,22.0028,92,125,217,3,Saturday,18,2011,641,0
2011-03-19 19:00:00,Winter,0,0,Clear,18.04,21.97,33,19.0012,38,116,154,3,Saturday,19,2011,641,0
2011-03-19 20:00:00,Winter,0,0,Clear,17.22,21.21,35,15.0013,39,69,108,3,Saturday,20,2011,641,1
2011-03-19 21:00:00,Winter,0,0,Clear,16.4,20.455,37,19.9995,20,73,93,3,Saturday,21,2011,641,1
2011-03-19 22:00:00,Winter,0,0,Clear,16.4,20.455,37,22.0028,27,45,72,3,Saturday,22,2011,641,1
2011-03-19 23:00:00,Winter,0,0,Clear,15.58,19.695,40,19.9995,13,37,50,3,Saturday,23,2011,641,1
2011-04-01 00:00:00,Spring,0,1,Light Snow/Rain,10.66,12.88,100,11.0014,0,6,6,4,Friday,0,2011,628,1
2011-04-01 01:00:00,Spring,0,1,Light Snow/Rain,10.66,12.88,100,11.0014,0,4,4,4,Friday,1,2011,628,1
2011-04-01 02:00:00,Spring,0,1,Light Snow/Rain,10.66,12.88,93,12.998,0,7,7,4,Friday,2,2011,628,1
2011-04-01 03:00:00,Spring,0,1,Misty+Cloudy,9.84,11.365,93,16.9979,0,4,4,4,Friday,3,2011,628,1
2011-04-01 04:00:00,Spring,0,1,Misty+Cloudy,9.84,11.365,93,16.9979,0,3,3,4,Friday,4,2011,628,1
2011-04-01 05:00:00,Spring,0,1,Light Snow/Rain,9.84,11.365,93,15.0013,1,11,12,4,Friday,5,2011,628,1
2011-04-01 06:00:00,Spring,0,1,Light Snow/Rain,9.84,11.365,93,15.0013,2,26,28,4,Friday,6,2011,628,1
2011-04-01 07:00:00,Spring,0,1,Light Snow/Rain,9.84,12.12,93,0.0,4,91,95,4,Friday,7,2011,628,1
2011-04-01 08:00:00,Spring,0,1,Misty+Cloudy,10.66,12.12,87,16.9979,8,198,206,4,Friday,8,2011,628,1
2011-04-01 09:00:00,Spring,0,1,Clear,13.12,14.395,70,23.9994,11,162,173,4,Friday,9,2011,628,0
