season,holiday,workingday,weather,temp,humidity,windspeed,registered,count,date,years,months,days,hours,is_night
1,0,1,1,10.66,70,6.0032,259,282,73,2011,3,15,8,1
1,0,1,2,12.3,70,0.0,147,157,73,2011,3,15,9,1
1,0,1,2,13.12,66,12.998,56,78,73,2011,3,15,10,1
1,0,1,2,13.94,57,15.0013,51,78,73,2011,3,15,11,1
1,0,1,2,14.76,50,15.0013,70,102,73,2011,3,15,12,1
1,0,1,2,14.76,57,19.0012,74,97,73,2011,3,15,13,1
1,0,1,2,15.58,46,19.9995,74,88,73,2011,3,15,14,1
1,0,1,2,15.58,43,19.0012,66,90,73,2011,3,15,15,1
1,0,1,2,15.58,46,22.0028,93,114,73,2011,3,15,16,1
1,0,1,2,14.76,62,12.998,195,217,73,2011,3,15,17,1
1,0,1,2,14.76,62,19.9995,207,225,73,2011,3,15,18,1
1,0,1,2,13.94,71,19.0012,138,152,73,2011,3,15,19,1
1,0,1,2,13.94,71,19.0012,79,88,73,2011,3,15,20,0
1,0,1,3,13.12,81,7.0015,53,55,73,2011,3,15,21,0
1,0,1,2,13.12,87,11.0014,20,21,73,2011,3,15,22,0
1,0,1,2,13.12,87,11.0014,17,18,73,2011,3,15,23,0
1,0,1,3,12.3,93,16.9979,8,8,74,2011,3,16,0,0
1,0,1,3,12.3,100,19.9995,2,3,74,2011,3,16,1,0
1,0,1,2,11.48,100,15.0013,2,3,74,2011,3,16,3,0
1,0,1,2,12.3,93,11.0014,1,1,74,2011,3,16,4,0
1,0,1,2,12.3,93,7.0015,3,3,74,2011,3,16,5,0
1,0,1,2,12.3,93,7.0015,30,31,74,2011,3,16,6,0
1,0,1,2,12.3,93,12.998,101,111,74,2011,3,16,7,1
1,0,1,2,13.12,93,0.0,227,253,74,2011,3,16,8,1
1,0,1,2,13.12,93,8.9981,144,154,74,2011,3,16,9,1
1,0,1,2,14.76,81,11.0014,49,68,74,2011,3,16,10,1
1,0,1,2,14.76,81,8.9981,62,75,74,2011,3,16,11,1
1,0,1,2,16.4,71,7.0015,65,88,74,2011,3,16,12,1
1,0,1,2,16.4,76,8.9981,81,99,74,2011,3,16,13,1
1,0,1,2,16.4,76,15.0013,67,100,74,2011,3,16,14,1
1,0,1,2,16.4,76,16.9979,79,101,74,2011,3,16,15,1
1,0,1,2,16.4,76,11.0014,121,151,74,2011,3,16,16,1
1,0,1,2,18.04,54,19.9995,216,253,74,2011,3,16,17,1
1,0,1,2,18.04,54,15.0013,211,237,74,2011,3,16,18,1
1,0,1,2,18.04,51,22.0028,150,168,74,2011,3,16,19,1
1,0,1,2,17.22,54,19.9995,111,121,74,2011,3,16,20,0
1,0,1,2,17.22,58,19.0012,75,78,74,2011,3,16,21,0
1,0,1,2,16.4,62,26.0027,48,59,74,2011,3,16,22,0
1,0,1,1,16.4,65,12.998,18,27,74,2011,3,16,23,0
1,0,1,1,15.58,66,16.9979,19,23,75,2011,3,17,0,0
1,0,1,1,14.76,71,15.0013,11,12,75,2011,3,17,1,0
1,0,1,1,13.94,71,19.9995,5,8,75,2011,3,17,2,0
1,0,1,1,13.94,66,11.0014,1,2,75,2011,3,17,3,0
1,0,1,1,13.94,71,12.998,3,3,75,2011,3,17,4,0
1,0,1,1,13.12,76,7.0015,13,13,75,2011,3,17,5,0
1,0,1,1,13.12,76,12.998,47,51,75,2011,3,17,6,0
1,0,1,1,13.12,76,8.9981,128,140,75,2011,3,17,7,1
1,0,1,1,14.76,66,8.9981,282,299,75,2011,3,17,8,1
1,0,1,1,16.4,62,16.9979,162,185,75,2011,3,17,9,1
1,0,1,1,18.04,54,22.0028,69,78,75,2011,3,17,10,1
1,0,1,1,18.04,54,19.0012,66,86,75,2011,3,17,11,1
1,0,1,1,20.5,45,15.0013,81,105,75,2011,3,17,12,1
1,0,1,2,21.32,42,6.0032,85,111,75,2011,3,17,13,1
1,0,1,1,20.5,45,7.0015,87,119,75,2011,3,17,14,1
1,0,1,1,21.32,42,16.9979,95,125,75,2011,3,17,15,1
1,0,1,1,20.5,48,19.0012,108,142,75,2011,3,17,16,1
1,0,1,1,20.5,42,12.998,265,313,75,2011,3,17,17,1
1,0,1,2,18.86,59,11.0014,260,310,75,2011,3,17,18,1
1,0,1,1,18.04,58,12.998,189,207,75,2011,3,17,19,1
1,0,1,1,17.22,67,15.0013,112,137,75,2011,3,17,20,0
1,0,1,1,17.22,62,15.0013,119,138,75,2011,3,17,21,0
1,0,1,1,16.4,66,15.0013,70,87,75,2011,3,17,22,0
1,0,1,1,17.22,62,19.0012,43,50,75,2011,3,17,23,0
1,0,1,1,17.22,58,19.0012,24,29,76,2011,3,18,0,0
1,0,1,1,16.4,62,16.9979,12,16,76,2011,3,18,1,0
1,0,1,1,16.4,62,12.998,9,14,76,2011,3,18,2,0
1,0,1,1,14.76,71,12.998,4,5,76,2011,3,18,3,0
1,0,1,1,15.58,66,11.0014,8,10,76,2011,3,18,5,0
1,0,1,1,16.4,66,12.998,35,36,76,2011,3,18,6,0
1,0,1,1,16.4,66,12.998,112,123,76,2011,3,18,7,1
1,0,1,1,17.22,67,16.9979,256,280,76,2011,3,18,8,1
1,0,1,1,18.86,63,15.0013,192,210,76,2011,3,18,9,1
1,0,1,1,21.32,53,19.0012,74,117,76,2011,3,18,10,1
1,0,1,1,22.14,52,19.0012,104,159,76,2011,3,18,11,1
1,0,1,2,22.96,49,23.9994,123,195,76,2011,3,18,12,1
1,0,1,1,26.24,41,19.0012,118,175,76,2011,3,18,13,1
1,0,1,1,27.06,39,16.9979,103,174,76,2011,3,18,14,1
1,0,1,2,27.88,39,23.9994,111,173,76,2011,3,18,15,1
1,0,1,1,27.88,39,19.0012,137,204,76,2011,3,18,16,1
1,0,1,1,28.7,37,22.0028,237,332,76,2011,3,18,17,1
1,0,1,1,27.88,39,11.0014,247,331,76,2011,3,18,18,1
1,0,1,1,27.06,44,8.9981,132,190,76,2011,3,18,19,1
1,0,1,1,25.42,46,8.9981,103,149,76,2011,3,18,20,0
1,0,1,1,25.42,46,7.0015,91,113,76,2011,3,18,21,0
1,0,1,1,25.42,50,11.0014,63,118,76,2011,3,18,22,0
1,0,1,2,24.6,53,15.0013,60,86,76,2011,3,18,23,0
1,0,0,2,24.6,53,16.9979,50,76,77,2011,3,19,0,0
1,0,0,2,23.78,46,23.9994,35,51,77,2011,3,19,1,0
1,0,0,2,22.96,43,15.0013,20,25,77,2011,3,19,2,0
1,0,0,2,22.14,39,22.0028,7,8,77,2011,3,19,3,0
1,0,0,1,21.32,34,27.9993,2,3,77,2011,3,19,4,0
1,0,0,1,21.32,34,27.9993,2,2,77,2011,3,19,5,0
1,0,0,1,18.04,44,27.9993,10,10,77,2011,3,19,6,0
1,0,0,1,16.4,50,22.0028,9,13,77,2011,3,19,7,1
1,0,0,1,17.22,47,32.9975,37,48,77,2011,3,19,8,1
1,0,0,1,17.22,44,31.0009,41,76,77,2011,3,19,9,1
1,0,0,1,18.04,38,27.9993,85,140,77,2011,3,19,10,1
1,0,0,1,18.86,36,30.0026,106,196,77,2011,3,19,11,1
1,0,0,1,18.86,33,27.9993,141,267,77,2011,3,19,12,1
1,0,0,1,20.5,34,31.0009,127,301,77,2011,3,19,13,1
1,0,0,1,20.5,31,32.9975,144,312,77,2011,3,19,14,1
1,0,0,1,20.5,29,27.9993,143,313,77,2011,3,19,15,1
1,0,0,1,20.5,31,26.0027,129,304,77,2011,3,19,16,1
1,0,0,1,19.68,31,22.0028,140,278,77,2011,3,19,17,1
1,0,0,1,18.86,31,22.0028,125,217,77,2011,3,19,18,1
1,0,0,1,18.04,33,19.0012,116,154,77,2011,3,19,19,1
1,0,0,1,17.22,35,15.0013,69,108,77,2011,3,19,20,0
1,0,0,1,16.4,37,19.9995,73,93,77,2011,3,19,21,0
1,0,0,1,16.4,37,22.0028,45,72,77,2011,3,19,22,0
1,0,0,1,15.58,40,19.9995,37,50,77,2011,3,19,23,0
2,0,1,3,10.66,100,11.0014,6,6,90,2011,4,1,0,0
2,0,1,3,10.66,100,11.0014,4,4,90,2011,4,1,1,0
2,0,1,3,10.66,93,12.998,7,7,90,2011,4,1,2,0
2,0,1,2,9.84,93,16.9979,4,4,90,2011,4,1,3,0
2,0,1,2,9.84,93,16.9979,3,3,90,2011,4,1,4,0
2,0,1,3,9.84,93,15.0013,11,12,90,2011,4,1,5,0
2,0,1,3,9.84,93,15.0013,26,28,90,2011,4,1,6,0
2,0,1,3,9.84,93,0.0,91,95,90,2011,4,1,7,1
2,0,1,2,10.66,87,16.9979,198,206,90,2011,4,1,8,1
2,0,1,1,13.12,70,23.9994,162,173,90,2011,4,1,9,1
2,0,1,1,13.12,66,19.0012,63,75,90,2011,4,1,10,1
2,0,1,1,13.12,61,23.9994,72,89,90,2011,4,1,11,1
2,0,1,1,13.94,53,23.9994,80,95,90,2011,4,1,12,1
2,0,1,1,14.76,50,23.9994,92,110,90,2011,4,1,13,1
2,0,1,2,14.76,46,23.9994,61,87,90,2011,4,1,14,1
2,0,1,1,13.94,46,27.9993,81,111,90,2011,4,1,15,1
2,0,1,1,13.94,46,27.9993,125,167,90,2011,4,1,16,1
2,0,1,1,13.94,46,22.0028,245,281,90,2011,4,1,17,1
2,0,1,1,13.94,46,22.0028,205,241,90,2011,4,1,18,1
2,0,1,1,13.94,49,22.0028,120,136,90,2011,4,1,19,0
2,0,1,1,13.12,53,12.998,75,77,90,2011,4,1,20,0
2,0,1,1,13.12,53,8.9981,84,93,90,2011,4,1,21,0
2,0,1,1,12.3,56,11.0014,64,74,90,2011,4,1,22,0
2,0,1,1,12.3,61,6.0032,41,53,90,2011,4,1,23,0
2,0,0,2,12.3,61,0.0,29,32,91,2011,4,2,0,0
2,0,0,1,10.66,65,8.9981,28,32,91,2011,4,2,1,0
2,0,0,1,9.84,75,8.9981,20,21,91,2011,4,2,2,0
2,0,0,1,9.84,70,11.0014,8,9,91,2011,4,2,3,0
2,0,0,1,9.84,70,11.0014,5,5,91,2011,4,2,4,0
2,0,0,2,9.84,75,11.0014,4,5,91,2011,4,2,5,0
2,0,0,1,10.66,70,7.0015,7,12,91,2011,4,2,6,0
2,0,0,2,10.66,70,7.0015,16,18,91,2011,4,2,7,1
2,0,0,1,12.3,70,7.0015,45,55,91,2011,4,2,8,1
2,0,0,2,13.94,66,7.0015,65,87,91,2011,4,2,9,1
2,0,0,2,14.76,57,11.0014,113,154,91,2011,4,2,10,1
2,0,0,2,16.4,47,11.0014,126,198,91,2011,4,2,11,1
2,0,0,3,13.12,81,8.9981,100,184,91,2011,4,2,12,1
2,0,0,1,13.94,81,8.9981,81,137,91,2011,4,2,13,1
2,0,0,3,13.12,76,22.0028,93,190,91,2011,4,2,14,1
2,0,0,3,13.94,76,26.0027,64,136,91,2011,4,2,15,1
2,0,0,1,15.58,62,22.0028,85,196,91,2011,4,2,16,1
2,0,0,1,15.58,54,23.9994,95,184,91,2011,4,2,17,1
2,0,0,1,15.58,54,12.998,110,179,91,2011,4,2,18,1
2,0,0,1,14.76,53,23.9994,77,148,91,2011,4,2,19,0
2,0,0,1,13.94,53,19.0012,56,85,91,2011,4,2,20,0
2,0,0,1,13.12,61,16.9979,53,77,91,2011,4,2,21,0
2,0,0,1,13.12,61,19.9995,41,55,91,2011,4,2,22,0
2,0,0,1,13.12,61,11.0014,33,53,91,2011,4,2,23,0
2,0,0,1,12.3,65,12.998,31,39,92,2011,4,3,0,0
2,0,0,1,12.3,61,7.0015,26,34,92,2011,4,3,1,0
2,0,0,1,10.66,70,8.9981,19,24,92,2011,4,3,2,0
2,0,0,1,12.3,61,0.0,8,11,92,2011,4,3,3,0
2,0,0,1,11.48,70,6.0032,0,3,92,2011,4,3,4,0
2,0,0,1,11.48,65,15.0013,4,5,92,2011,4,3,5,0
2,0,0,1,11.48,65,12.998,23,33,92,2011,4,3,6,0
2,0,0,1,13.12,57,15.0013,20,33,92,2011,4,3,7,1
2,0,0,1,13.94,57,11.0014,44,62,92,2011,4,3,8,1
2,0,0,1,14.76,50,32.9975,74,142,92,2011,4,3,9,1
2,0,0,1,16.4,43,27.9993,104,215,92,2011,4,3,10,1
2,0,0,1,17.22,41,16.9979,104,243,92,2011,4,3,11,1
2,0,0,1,18.04,38,19.0012,147,313,92,2011,4,3,12,1
2,0,0,1,18.04,33,19.9995,148,367,92,2011,4,3,13,1
2,0,0,1,18.86,31,8.9981,109,349,92,2011,4,3,14,1
2,0,0,2,18.86,33,0.0,118,292,92,2011,4,3,15,1
2,0,0,2,18.86,31,12.998,156,303,92,2011,4,3,16,1
2,0,0,2,18.86,28,8.9981,126,274,92,2011,4,3,17,1
2,0,0,2,18.86,31,0.0,101,172,92,2011,4,3,18,1
2,0,0,2,17.22,44,12.998,93,144,92,2011,4,3,19,0
2,0,0,3,17.22,41,15.0013,55,79,92,2011,4,3,20,0
2,0,0,2,17.22,44,15.0013,37,45,92,2011,4,3,21,0
2,0,0,1,16.4,43,7.0015,29,36,92,2011,4,3,22,0
2,0,0,1,16.4,50,6.0032,22,31,92,2011,4,3,23,0
2,0,1,1,16.4,50,15.0013,5,6,93,2011,4,4,0,0
2,0,1,1,16.4,56,23.9994,4,11,93,2011,4,4,1,0
2,0,1,1,15.58,66,16.9979,1,2,93,2011,4,4,2,0
2,0,1,1,15.58,66,19.0012,0,1,93,2011,4,4,3,0
2,0,1,1,15.58,71,19.9995,1,2,93,2011,4,4,4,0
2,0,1,1,16.4,62,16.9979,7,7,93,2011,4,4,5,0
2,0,1,1,17.22,58,19.0012,43,46,93,2011,4,4,6,0
2,0,1,2,18.04,54,16.9979,150,157,93,2011,4,4,7,1
2,0,1,2,18.86,55,19.9995,308,339,93,2011,4,4,8,1
2,0,1,2,20.5,51,26.0027,134,158,93,2011,4,4,9,1
2,0,1,2,22.14,45,23.9994,55,90,93,2011,4,4,10,1
2,0,1,1,24.6,40,26.0027,66,124,93,2011,4,4,11,1
2,0,1,1,26.24,36,31.0009,98,157,93,2011,4,4,12,1
2,0,1,1,27.88,34,22.0028,92,139,93,2011,4,4,13,1
2,0,1,2,30.34,27,32.9975,76,123,93,2011,4,4,14,1
2,0,1,1,31.16,23,36.9974,96,143,93,2011,4,4,15,1
2,0,1,1,31.16,22,35.0008,130,189,93,2011,4,4,16,1
2,0,1,1,30.34,23,40.9973,283,366,93,2011,4,4,17,1
2,0,1,2,29.52,23,32.9975,308,386,93,2011,4,4,18,1
2,0,1,1,28.7,24,31.0009,227,278,93,2011,4,4,19,0
2,0,1,2,28.7,24,36.9974,133,173,93,2011,4,4,20,0
2,0,1,2,28.7,30,30.0026,76,95,93,2011,4,4,21,0
2,0,1,2,27.88,36,31.0009,58,75,93,2011,4,4,22,0
2,0,1,2,26.24,47,15.0013,30,48,93,2011,4,4,23,0
2,0,1,1,25.42,50,7.0015,12,22,94,2011,4,5,0,0
2,0,1,3,25.42,57,27.9993,5,15,94,2011,4,5,1,0
2,0,1,2,22.14,73,22.0028,5,5,94,2011,4,5,2,0
2,0,1,2,22.14,73,22.0028,3,4,94,2011,4,5,3,0
2,0,1,3,20.5,88,32.9975,2,2,94,2011,4,5,4,0
2,0,1,3,18.86,94,19.9995,5,5,94,2011,4,5,5,0
2,0,1,2,19.68,88,22.0028,36,38,94,2011,4,5,6,0
2,0,1,2,19.68,88,22.0028,124,134,94,2011,4,5,7,1
2,0,1,3,15.58,87,39.0007,148,157,94,2011,4,5,8,1
2,0,1,3,14.76,87,32.9975,44,46,94,2011,4,5,9,1
2,0,1,3,13.94,81,26.0027,25,28,94,2011,4,5,10,1
2,0,1,3,13.12,81,30.0026,18,19,94,2011,4,5,11,1
2,0,1,2,13.94,71,26.0027,32,38,94,2011,4,5,12,1
2,0,1,2,14.76,63,27.9993,51,56,94,2011,4,5,13,1
2,0,1,2,14.76,57,32.9975,67,76,94,2011,4,5,14,1
2,0,1,1,16.4,46,31.0009,62,68,94,2011,4,5,15,1
2,0,1,1,15.58,46,27.9993,113,130,94,2011,4,5,16,1
2,0,1,1,17.22,38,27.9993,246,273,94,2011,4,5,17,1
2,0,1,1,15.58,40,32.9975,248,267,94,2011,4,5,18,1
2,0,1,1,14.76,43,19.9995,148,160,94,2011,4,5,19,0
2,0,1,1,13.94,46,19.0012,87,91,94,2011,4,5,20,0
2,0,1,1,13.94,46,35.0008,81,89,94,2011,4,5,21,0
2,0,1,1,13.12,49,19.9995,43,46,94,2011,4,5,22,0
2,0,1,1,12.3,49,19.0012,23,26,94,2011,4,5,23,0
2,0,1,1,12.3,49,7.0015,15,15,95,2011,4,6,0,0
2,0,1,1,10.66,60,8.9981,2,2,95,2011,4,6,1,0
2,0,1,1,9.84,70,8.9981,5,5,95,2011,4,6,2,0
2,0,1,1,10.66,60,8.9981,4,4,95,2011,4,6,3,0
2,0,1,1,9.84,65,8.9981,1,1,95,2011,4,6,4,0
2,0,1,1,9.84,70,7.0015,12,13,95,2011,4,6,5,0
2,0,1,1,9.84,70,7.0015,52,56,95,2011,4,6,6,0
2,0,1,1,10.66,65,7.0015,130,133,95,2011,4,6,7,1
2,0,1,1,13.12,61,15.0013,308,325,95,2011,4,6,8,1
2,0,1,1,14.76,46,16.9979,157,165,95,2011,4,6,9,1
2,0,1,1,16.4,37,26.0027,48,69,95,2011,4,6,10,1
2,0,1,1,17.22,38,26.0027,70,93,95,2011,4,6,11,1
2,0,1,1,18.04,41,16.9979,112,134,95,2011,4,6,12,1
2,0,1,1,18.86,38,32.9975,83,112,95,2011,4,6,13,1
2,0,1,1,20.5,34,27.9993,80,115,95,2011,4,6,14,1
2,0,1,1,21.32,32,22.0028,83,117,95,2011,4,6,15,1
2,0,1,1,22.14,28,27.9993,142,169,95,2011,4,6,16,1
2,0,1,1,21.32,32,30.0026,303,356,95,2011,4,6,17,1
2,0,1,1,21.32,29,23.9994,282,325,95,2011,4,6,18,1
2,0,1,1,20.5,31,19.9995,196,232,95,2011,4,6,19,0
2,0,1,1,18.86,51,15.0013,126,141,95,2011,4,6,20,0
2,0,1,1,18.86,41,19.0012,84,102,95,2011,4,6,21,0
2,0,1,1,18.86,41,19.0012,71,84,95,2011,4,6,22,0
2,0,1,1,18.86,41,19.9995,29,40,95,2011,4,6,23,0
2,0,1,1,18.86,41,19.0012,15,20,96,2011,4,7,0,0
2,0,1,1,17.22,47,8.9981,11,13,96,2011,4,7,1,0
2,0,1,1,17.22,54,0.0,7,7,96,2011,4,7,2,0
2,0,1,1,14.76,66,12.998,3,3,96,2011,4,7,3,0
2,0,1,1,13.94,76,12.998,1,1,96,2011,4,7,4,0
2,0,1,1,13.94,76,15.0013,6,6,96,2011,4,7,5,0
2,0,1,1,13.12,81,16.9979,59,64,96,2011,4,7,6,0
2,0,1,2,13.94,76,11.0014,152,160,96,2011,4,7,7,1
2,0,1,1,14.76,76,12.998,291,314,96,2011,4,7,8,1
2,0,1,2,16.4,66,8.9981,155,170,96,2011,4,7,9,1
2,0,1,2,17.22,67,7.0015,66,95,96,2011,4,7,10,1
2,0,1,2,18.86,55,0.0,86,122,96,2011,4,7,11,1
2,0,1,2,18.86,55,0.0,114,153,96,2011,4,7,12,1
2,0,1,2,21.32,48,6.0032,99,135,96,2011,4,7,13,1
2,0,1,1,22.96,43,6.0032,111,157,96,2011,4,7,14,1
2,0,1,1,24.6,38,7.0015,133,160,96,2011,4,7,15,1
2,0,1,1,24.6,35,0.0,161,213,96,2011,4,7,16,1
2,0,1,1,21.32,52,19.0012,280,343,96,2011,4,7,17,1
2,0,1,1,19.68,55,16.9979,265,333,96,2011,4,7,18,1
2,0,1,1,18.86,59,19.9995,192,226,96,2011,4,7,19,0
2,0,1,1,18.04,62,11.0014,166,203,96,2011,4,7,20,0
2,0,1,2,18.04,67,19.0012,89,108,96,2011,4,7,21,0
2,0,1,2,16.4,76,12.998,63,81,96,2011,4,7,22,0
2,0,1,1,15.58,76,16.9979,45,54,96,2011,4,7,23,0
2,0,1,2,14.76,76,15.0013,21,25,97,2011,4,8,0,0
2,0,1,2,13.94,76,8.9981,6,9,97,2011,4,8,1,0
2,0,1,3,13.94,76,11.0014,10,13,97,2011,4,8,2,0
2,0,1,3,13.94,76,11.0014,1,1,97,2011,4,8,3,0
2,0,1,2,13.94,86,8.9981,1,1,97,2011,4,8,4,0
2,0,1,2,13.12,87,12.998,8,9,97,2011,4,8,5,0
2,0,1,2,13.94,87,0.0,33,35,97,2011,4,8,6,0
2,0,1,3,13.94,87,11.0014,109,113,97,2011,4,8,7,1
2,0,1,3,13.94,87,11.0014,208,221,97,2011,4,8,8,1
2,0,1,2,14.76,76,12.998,168,185,97,2011,4,8,9,1
2,0,1,2,14.76,71,19.0012,63,73,97,2011,4,8,10,1
2,0,1,2,16.4,62,26.0027,79,98,97,2011,4,8,11,1
2,0,1,3,15.58,66,15.0013,51,80,97,2011,4,8,12,1
2,0,1,3,14.76,76,19.0012,35,42,97,2011,4,8,13,1
2,0,1,3,13.94,87,15.0013,13,15,97,2011,4,8,14,1
2,0,1,3,13.94,87,15.0013,24,25,97,2011,4,8,15,1
2,0,1,2,13.12,93,16.9979,58,60,97,2011,4,8,16,1
2,0,1,3,13.12,93,16.9979,138,148,97,2011,4,8,17,1
2,0,1,3,13.12,93,16.9979,54,62,97,2011,4,8,18,1
2,0,1,3,12.3,93,27.9993,52,53,97,2011,4,8,19,0
2,0,1,2,12.3,93,22.0028,51,63,97,2011,4,8,20,0
2,0,1,2,12.3,93,16.9979,43,54,97,2011,4,8,21,0
2,0,1,2,12.3,93,19.9995,42,51,97,2011,4,8,22,0
2,0,1,2,12.3,93,15.0013,31,35,97,2011,4,8,23,0
2,0,0,2,12.3,87,15.0013,26,31,98,2011,4,9,0,0
2,0,0,2,12.3,87,8.9981,17,20,98,2011,4,9,1,0
2,0,0,2,13.12,87,15.0013,15,17,98,2011,4,9,2,0
2,0,0,3,12.3,100,16.9979,11,14,98,2011,4,9,3,0
2,0,0,3,12.3,100,16.9979,3,3,98,2011,4,9,4,0
2,0,0,2,12.3,93,15.0013,5,5,98,2011,4,9,5,0
2,0,0,2,12.3,93,12.998,13,13,98,2011,4,9,6,0
2,0,0,2,12.3,93,11.0014,13,21,98,2011,4,9,7,1
2,0,0,2,13.12,93,11.0014,47,54,98,2011,4,9,8,1
2,0,0,2,13.94,87,7.0015,71,98,98,2011,4,9,9,1
2,0,0,2,13.94,87,8.9981,90,133,98,2011,4,9,10,1
2,0,0,2,14.76,81,0.0,91,142,98,2011,4,9,11,1
2,0,0,2,14.76,81,8.9981,123,202,98,2011,4,9,12,1
2,0,0,2,14.76,81,0.0,108,222,98,2011,4,9,13,1
2,0,0,2,14.76,81,8.9981,118,212,98,2011,4,9,14,1
2,0,0,2,14.76,87,0.0,116,201,98,2011,4,9,15,1
2,0,0,2,15.58,82,0.0,118,191,98,2011,4,9,16,1
2,0,0,2,15.58,82,6.0032,129,257,98,2011,4,9,17,1
2,0,0,2,15.58,82,7.0015,129,177,98,2011,4,9,18,1
2,0,0,2,15.58,82,8.9981,83,130,98,2011,4,9,19,0
2,0,0,2,15.58,87,11.0014,74,93,98,2011,4,9,20,0
2,0,0,2,14.76,93,8.9981,65,75,98,2011,4,9,21,0
2,0,0,2,14.76,93,8.9981,66,87,98,2011,4,9,22,0
2,0,0,2,15.58,87,6.0032,45,57,98,2011,4,9,23,0
2,0,0,2,15.58,87,6.0032,48,53,99,2011,4,10,0,0
2,0,0,2,15.58,87,8.9981,31,37,99,2011,4,10,1,0
2,0,0,2,15.58,87,6.0032,24,36,99,2011,4,10,2,0
2,0,0,2,15.58,87,8.9981,11,16,99,2011,4,10,3,0
2,0,0,2,14.76,93,7.0015,2,5,99,2011,4,10,4,0
2,0,0,2,14.76,93,6.0032,4,4,99,2011,4,10,5,0
2,0,0,2,14.76,93,6.0032,4,4,99,2011,4,10,6,0
2,0,0,2,14.76,100,6.0032,7,10,99,2011,4,10,7,1
2,0,0,2,15.58,94,6.0032,38,55,99,2011,4,10,8,1
2,0,0,2,15.58,94,8.9981,50,81,99,2011,4,10,9,1
2,0,0,2,16.4,87,0.0,81,150,99,2011,4,10,10,1
2,0,0,2,16.4,87,8.9981,109,202,99,2011,4,10,11,1
2,0,0,2,17.22,88,8.9981,136,230,99,2011,4,10,12,1
2,0,0,1,18.86,82,7.0015,142,263,99,2011,4,10,13,1
2,0,0,1,20.5,72,12.998,133,281,99,2011,4,10,14,1
2,0,0,1,20.5,77,15.0013,141,297,99,2011,4,10,15,1
2,0,0,2,21.32,72,11.0014,153,288,99,2011,4,10,16,1
2,0,0,2,21.32,72,12.998,152,236,99,2011,4,10,17,1
2,0,0,1,20.5,77,12.998,137,240,99,2011,4,10,18,1
2,0,0,1,20.5,77,12.998,84,131,99,2011,4,10,19,0
2,0,0,1,18.86,82,8.9981,71,92,99,2011,4,10,20,0
2,0,0,1,18.04,88,12.998,77,95,99,2011,4,10,21,0
2,0,0,1,18.04,94,16.9979,45,57,99,2011,4,10,22,0
2,0,0,1,18.86,88,23.9994,27,32,99,2011,4,10,23,0
2,0,1,1,19.68,88,22.0028,16,23,100,2011,4,11,0,0
2,0,1,1,18.86,94,19.0012,3,4,100,2011,4,11,1,0
2,0,1,1,18.86,94,19.0012,2,9,100,2011,4,11,2,0
2,0,1,1,18.86,94,12.998,1,1,100,2011,4,11,4,0
2,0,1,1,18.86,94,12.998,12,13,100,2011,4,11,5,0
2,0,1,2,18.86,100,15.0013,59,61,100,2011,4,11,6,0
2,0,1,2,20.5,88,15.0013,164,176,100,2011,4,11,7,1
2,0,1,2,21.32,88,19.0012,286,314,100,2011,4,11,8,1
2,0,1,2,22.96,83,19.0012,132,165,100,2011,4,11,9,1
2,0,1,2,22.96,83,19.9995,55,96,100,2011,4,11,10,1
2,0,1,2,24.6,73,19.9995,59,104,100,2011,4,11,11,1
2,0,1,2,24.6,73,22.0028,97,134,100,2011,4,11,12,1
2,0,1,2,26.24,69,27.9993,77,139,100,2011,4,11,13,1
2,0,1,2,29.52,54,23.9994,85,145,100,2011,4,11,14,1
2,0,1,1,30.34,48,35.0008,85,141,100,2011,4,11,15,1
2,0,1,1,30.34,48,35.0008,162,235,100,2011,4,11,16,1
2,0,1,1,30.34,48,35.0008,352,452,100,2011,4,11,17,1
2,0,1,1,29.52,51,26.0027,290,383,100,2011,4,11,18,1
2,0,1,1,29.52,51,30.0026,211,284,100,2011,4,11,19,0
2,0,1,1,27.88,57,35.0008,122,166,100,2011,4,11,20,0
2,0,1,1,27.06,61,16.9979,119,158,100,2011,4,11,21,0
2,0,1,2,26.24,50,19.0012,66,91,100,2011,4,11,22,0
2,0,1,3,23.78,60,0.0,38,54,100,2011,4,11,23,0
2,0,1,2,25.42,50,7.0015,13,24,101,2011,4,12,0,0
2,0,1,2,25.42,50,6.0032,7,13,101,2011,4,12,1,0
2,0,1,2,24.6,53,8.9981,7,14,101,2011,4,12,2,0
2,0,1,2,23.78,56,8.9981,1,1,101,2011,4,12,3,0
2,0,1,2,22.96,64,8.9981,2,6,101,2011,4,12,4,0
2,0,1,2,22.14,68,8.9981,15,16,101,2011,4,12,5,0
2,0,1,2,22.14,68,19.0012,55,58,101,2011,4,12,6,0
2,0,1,2,22.14,68,15.0013,177,189,101,2011,4,12,7,1
2,0,1,3,19.68,88,26.0027,211,226,101,2011,4,12,8,1
2,0,1,3,18.86,94,32.9975,50,54,101,2011,4,12,9,1
2,0,1,3,20.5,82,27.9993,34,40,101,2011,4,12,10,1
2,0,1,1,21.32,77,23.9994,38,49,101,2011,4,12,11,1
2,0,1,2,22.96,64,31.0009,83,92,101,2011,4,12,12,1
2,0,1,3,22.14,68,19.0012,84,106,101,2011,4,12,13,1
2,0,1,2,20.5,82,19.0012,28,44,101,2011,4,12,14,1
2,0,1,2,19.68,77,35.0008,54,78,101,2011,4,12,15,1
