season,holiday,workingday,weather,temp,humidity,windspeed,count,date,years,months,days,hours,is_night
2,0,1,1,29.52,74,16.9979,185,160,2011,6,10,22,0
2,0,1,1,29.52,74,11.0014,146,160,2011,6,10,23,0
2,0,0,1,28.7,79,8.9981,117,161,2011,6,11,0,0
2,0,0,1,28.7,79,6.0032,77,161,2011,6,11,1,0
2,0,0,1,28.7,79,7.0015,60,161,2011,6,11,2,0
2,0,0,1,27.88,83,6.0032,28,161,2011,6,11,3,0
2,0,0,1,27.88,79,6.0032,13,161,2011,6,11,4,0
2,0,0,1,27.88,74,8.9981,16,161,2011,6,11,5,0
2,0,0,1,28.7,61,8.9981,40,161,2011,6,11,6,0
2,0,0,1,29.52,58,12.998,68,161,2011,6,11,7,Set
2,0,0,1,30.34,58,12.998,143,161,2011,6,11,8,1
2,0,0,1,30.34,62,8.9981,230,161,2011,6,11,9,1
2,0,0,1,30.34,58,11.0014,264,161,2011,6,11,10,1
2,0,0,1,31.16,62,8.9981,325,161,2011,6,11,11,1
2,0,0,1,32.8,55,15.0013,347,161,2011,6,11,12,1
2,0,0,1,32.8,55,12.998,387,161,2011,6,11,13,1
2,0,0,1,33.62,49,7.0015,380,161,2011,6,11,14,1
2,0,0,1,33.62,49,7.0015,374,161,2011,6,11,15,1
2,0,0,2,32.8,46,12.998,394,161,2011,6,11,16,1
2,0,0,2,30.34,58,11.0014,337,161,2011,6,11,17,Rise
2,0,0,2,29.52,62,8.9981,286,161,2011,6,11,18,0
2,0,0,1,28.7,65,12.998,264,161,2011,6,11,19,0
2,0,0,1,27.88,74,16.9979,275,161,2011,6,11,20,0
2,0,0,1,27.06,74,15.0013,220,161,2011,6,11,21,0
2,0,0,1,27.06,78,15.0013,190,161,2011,6,11,22,0
2,0,0,1,27.06,74,7.0015,131,161,2011,6,11,23,0
2,0,0,1,27.06,78,15.0013,119,162,2011,6,12,0,0
2,0,0,1,26.24,83,7.0015,93,162,2011,6,12,1,0
2,0,0,1,26.24,89,16.9979,66,162,2011,6,12,2,0
2,0,0,1,26.24,89,19.0012,28,162,2011,6,12,3,0
2,0,0,1,25.42,88,11.0014,14,162,2011,6,12,4,0
2,0,0,1,25.42,88,15.0013,10,162,2011,6,12,5,0
2,0,0,1,25.42,88,7.0015,14,162,2011,6,12,6,0
2,0,0,1,26.24,78,7.0015,34,162,2011,6,12,7,Set
2,0,0,1,28.7,74,0.0,92,162,2011,6,12,8,1
2,0,0,1,29.52,66,0.0,182,162,2011,6,12,9,1
2,0,0,1,31.16,58,6.0032,311,162,2011,6,12,10,1
2,0,0,1,31.98,55,7.0015,367,162,2011,6,12,11,1
2,0,0,1,33.62,46,0.0,420,162,2011,6,12,12,1
2,0,0,1,31.98,59,19.0012,373,162,2011,6,12,13,1
2,0,0,1,33.62,56,16.9979,315,162,2011,6,12,14,1
2,0,0,1,32.8,59,19.9995,360,162,2011,6,12,15,1
2,0,0,3,27.88,83,19.0012,350,162,2011,6,12,16,1
2,0,0,3,27.88,83,19.0012,252,162,2011,6,12,17,Rise
2,0,0,1,28.7,74,11.0014,256,162,2011,6,12,18,0
2,0,0,1,28.7,74,7.0015,223,162,2011,6,12,19,0
2,0,0,1,27.06,83,11.0014,206,162,2011,6,12,20,0
2,0,0,1,27.06,83,7.0015,140,162,2011,6,12,21,0
2,0,0,1,26.24,83,8.9981,128,162,2011,6,12,22,0
2,0,0,1,26.24,78,12.998,107,162,2011,6,12,23,0
2,0,1,1,26.24,78,8.9981,28,163,2011,6,13,0,0
2,0,1,1,26.24,73,15.0013,16,163,2011,6,13,1,0
2,0,1,1,25.42,73,19.0012,10,163,2011,6,13,2,0
2,0,1,1,24.6,60,32.9975,7,163,2011,6,13,3,0
2,0,1,1,22.96,64,19.9995,4,163,2011,6,13,4,0
2,0,1,1,22.14,64,26.0027,29,163,2011,6,13,5,0
2,0,1,1,22.14,64,27.9993,105,163,2011,6,13,6,0
2,0,1,1,22.96,56,23.9994,328,163,2011,6,13,7,Set
2,0,1,1,23.78,49,30.0026,476,163,2011,6,13,8,1
2,0,1,1,25.42,46,23.9994,224,163,2011,6,13,9,1
2,0,1,1,26.24,41,22.0028,118,163,2011,6,13,10,1
2,0,1,1,27.06,41,19.9995,159,163,2011,6,13,11,1
2,0,1,1,27.06,41,19.0012,196,163,2011,6,13,12,1
2,0,1,1,28.7,37,0.0,227,163,2011,6,13,13,1
2,0,1,1,28.7,34,16.9979,200,163,2011,6,13,14,1
2,0,1,1,28.7,37,30.0026,185,163,2011,6,13,15,1
2,0,1,1,28.7,37,27.9993,326,163,2011,6,13,16,1
2,0,1,1,28.7,39,22.0028,601,163,2011,6,13,17,Rise
2,0,1,1,28.7,37,23.9994,586,163,2011,6,13,18,0
2,0,1,1,27.06,39,19.0012,423,163,2011,6,13,19,0
2,0,1,1,26.24,44,16.9979,331,163,2011,6,13,20,0
2,0,1,1,26.24,41,16.9979,218,163,2011,6,13,21,0
2,0,1,1,25.42,46,15.0013,134,163,2011,6,13,22,0
2,0,1,1,25.42,46,12.998,89,163,2011,6,13,23,0
2,0,1,1,24.6,49,12.998,31,164,2011,6,14,0,0
2,0,1,1,24.6,49,16.9979,13,164,2011,6,14,1,0
2,0,1,1,24.6,49,19.0012,10,164,2011,6,14,2,0
2,0,1,1,23.78,53,22.0028,2,164,2011,6,14,3,0
2,0,1,1,22.14,60,16.9979,3,164,2011,6,14,4,0
2,0,1,1,22.14,56,22.0028,26,164,2011,6,14,5,0
2,0,1,1,22.14,56,19.9995,113,164,2011,6,14,6,0
2,0,1,1,22.96,52,27.9993,365,164,2011,6,14,7,Set
2,0,1,1,23.78,49,26.0027,486,164,2011,6,14,8,1
2,0,1,1,25.42,46,12.998,193,164,2011,6,14,9,1
2,0,1,1,25.42,46,15.0013,130,164,2011,6,14,10,1
2,0,1,1,26.24,41,19.0012,143,164,2011,6,14,11,1
2,0,1,1,26.24,41,23.9994,169,164,2011,6,14,12,1
2,0,1,1,26.24,44,15.0013,209,164,2011,6,14,13,1
2,0,1,2,26.24,47,12.998,159,164,2011,6,14,14,1
2,0,1,1,26.24,47,11.0014,178,164,2011,6,14,15,1
2,0,1,1,27.88,41,12.998,330,164,2011,6,14,16,1
2,0,1,3,26.24,50,19.0012,569,164,2011,6,14,17,Rise
2,0,1,1,25.42,51,22.0028,538,164,2011,6,14,18,0
2,0,1,1,26.24,50,23.9994,386,164,2011,6,14,19,0
2,0,1,1,24.6,56,11.0014,297,164,2011,6,14,20,0
2,0,1,1,24.6,56,19.9995,243,164,2011,6,14,21,0
2,0,1,1,23.78,60,15.0013,188,164,2011,6,14,22,0
2,0,1,1,22.96,68,15.0013,110,164,2011,6,14,23,0
2,0,1,1,22.96,64,23.9994,52,165,2011,6,15,0,0
2,0,1,1,22.14,64,19.0012,14,165,2011,6,15,1,0
2,0,1,1,21.32,63,15.0013,9,165,2011,6,15,2,0
2,0,1,1,20.5,68,16.9979,1,165,2011,6,15,3,0
2,0,1,1,20.5,63,19.0012,4,165,2011,6,15,4,0
2,0,1,1,19.68,67,19.0012,21,165,2011,6,15,5,0
2,0,1,1,20.5,63,16.9979,121,165,2011,6,15,6,0
2,0,1,1,22.14,60,8.9981,370,165,2011,6,15,7,Set
2,0,1,1,23.78,53,8.9981,498,165,2011,6,15,8,1
2,0,1,1,24.6,49,0.0,207,165,2011,6,15,9,1
2,0,1,1,26.24,47,11.0014,135,165,2011,6,15,10,1
2,0,1,1,27.88,36,0.0,164,165,2011,6,15,11,1
2,0,1,1,28.7,34,15.0013,211,165,2011,6,15,12,1
2,0,1,1,30.34,28,19.0012,189,165,2011,6,15,13,1
2,0,1,1,30.34,28,0.0,178,165,2011,6,15,14,1
2,0,1,1,31.16,27,0.0,164,165,2011,6,15,15,1
2,0,1,1,31.16,27,8.9981,312,165,2011,6,15,16,1
2,0,1,1,30.34,28,7.0015,638,165,2011,6,15,17,Rise
2,0,1,1,29.52,32,8.9981,607,165,2011,6,15,18,0
2,0,1,1,28.7,37,19.0012,416,165,2011,6,15,19,0
2,0,1,1,27.06,44,11.0014,330,165,2011,6,15,20,0
2,0,1,1,26.24,47,15.0013,257,165,2011,6,15,21,0
2,0,1,1,25.42,50,7.0015,175,165,2011,6,15,22,0
2,0,1,1,25.42,53,0.0,107,165,2011,6,15,23,0
2,0,1,1,24.6,56,7.0015,47,166,2011,6,16,0,0
2,0,1,1,23.78,60,0.0,17,166,2011,6,16,1,0
2,0,1,1,24.6,56,6.0032,5,166,2011,6,16,2,0
2,0,1,2,22.96,73,6.0032,4,166,2011,6,16,3,0
2,0,1,2,22.96,68,7.0015,6,166,2011,6,16,4,0
2,0,1,1,24.6,64,12.998,25,166,2011,6,16,5,0
2,0,1,3,23.78,73,11.0014,112,166,2011,6,16,6,0
2,0,1,3,22.96,78,11.0014,188,166,2011,6,16,7,Set
2,0,1,2,24.6,69,8.9981,388,166,2011,6,16,8,1
2,0,1,2,25.42,65,12.998,261,166,2011,6,16,9,1
2,0,1,2,27.06,61,16.9979,121,166,2011,6,16,10,1
2,0,1,2,27.88,61,19.9995,150,166,2011,6,16,11,1
2,0,1,1,29.52,54,26.0027,206,166,2011,6,16,12,1
2,0,1,2,29.52,54,16.9979,151,166,2011,6,16,13,1
2,0,1,2,29.52,54,22.0028,153,166,2011,6,16,14,1
2,0,1,2,28.7,61,19.9995,159,166,2011,6,16,15,1
2,0,1,3,27.06,69,12.998,294,166,2011,6,16,16,1
2,0,1,2,26.24,78,7.0015,272,166,2011,6,16,17,Rise
2,0,1,1,26.24,83,15.0013,325,166,2011,6,16,18,0
2,0,1,1,25.42,83,19.0012,327,166,2011,6,16,19,0
2,0,1,1,25.42,83,22.0028,201,166,2011,6,16,20,0
2,0,1,3,25.42,83,16.9979,188,166,2011,6,16,21,0
2,0,1,3,25.42,83,16.9979,151,166,2011,6,16,22,0
2,0,1,3,24.6,83,16.9979,16,166,2011,6,16,23,0
2,0,1,1,22.96,88,6.0032,24,167,2011,6,17,0,0
2,0,1,1,22.96,94,8.9981,23,167,2011,6,17,1,0
2,0,1,1,22.96,94,7.0015,13,167,2011,6,17,2,0
2,0,1,1,22.96,94,7.0015,6,167,2011,6,17,3,0
2,0,1,1,22.14,94,8.9981,6,167,2011,6,17,4,0
2,0,1,1,22.14,100,0.0,13,167,2011,6,17,5,0
2,0,1,1,22.96,94,0.0,97,167,2011,6,17,6,0
2,0,1,1,24.6,83,0.0,250,167,2011,6,17,7,Set
2,0,1,2,24.6,83,0.0,454,167,2011,6,17,8,1
2,0,1,1,28.7,58,12.998,224,167,2011,6,17,9,1
2,0,1,1,28.7,58,12.998,170,167,2011,6,17,10,1
2,0,1,1,27.88,69,16.9979,181,167,2011,6,17,11,1
2,0,1,1,28.7,65,16.9979,243,167,2011,6,17,12,1
2,0,1,1,30.34,62,19.0012,204,167,2011,6,17,13,1
2,0,1,1,31.16,52,12.998,215,167,2011,6,17,14,1
2,0,1,1,31.98,43,15.0013,243,167,2011,6,17,15,1
2,0,1,1,31.16,45,11.0014,355,167,2011,6,17,16,1
2,0,1,3,31.16,40,12.998,552,167,2011,6,17,17,Rise
2,0,1,3,31.16,40,12.998,450,167,2011,6,17,18,0
2,0,1,3,26.24,83,16.9979,328,167,2011,6,17,19,0
2,0,1,1,26.24,78,7.0015,232,167,2011,6,17,20,0
2,0,1,1,26.24,78,6.0032,208,167,2011,6,17,21,0
2,0,1,1,25.42,88,8.9981,175,167,2011,6,17,22,0
2,0,1,1,25.42,83,8.9981,178,167,2011,6,17,23,0
2,0,0,1,25.42,88,8.9981,104,168,2011,6,18,0,0
2,0,0,1,25.42,83,7.0015,95,168,2011,6,18,1,0
2,0,0,1,24.6,88,0.0,53,168,2011,6,18,2,0
2,0,0,1,24.6,88,6.0032,20,168,2011,6,18,3,0
2,0,0,1,24.6,88,6.0032,5,168,2011,6,18,4,0
2,0,0,1,25.42,83,0.0,7,168,2011,6,18,5,0
2,0,0,1,25.42,83,7.0015,27,168,2011,6,18,6,0
2,0,0,1,26.24,78,8.9981,57,168,2011,6,18,7,Set
2,0,0,1,27.06,78,6.0032,131,168,2011,6,18,8,1
2,0,0,1,28.7,61,15.0013,218,168,2011,6,18,9,1
2,0,0,1,29.52,62,12.998,244,168,2011,6,18,10,1
2,0,0,1,29.52,62,8.9981,404,168,2011,6,18,11,1
2,0,0,1,30.34,66,6.0032,420,168,2011,6,18,12,1
2,0,0,1,31.16,55,0.0,327,168,2011,6,18,13,1
2,0,0,2,32.8,46,19.0012,334,168,2011,6,18,14,1
2,0,0,2,33.62,46,8.9981,367,168,2011,6,18,15,1
2,0,0,2,31.16,52,15.0013,468,168,2011,6,18,16,1
2,0,0,2,31.16,48,11.0014,449,168,2011,6,18,17,Rise
2,0,0,2,30.34,55,12.998,381,168,2011,6,18,18,0
2,0,0,2,30.34,51,7.0015,326,168,2011,6,18,19,0
2,0,0,2,29.52,58,8.9981,188,168,2011,6,18,20,0
2,0,0,2,29.52,66,7.0015,183,168,2011,6,18,21,0
2,0,0,2,29.52,62,8.9981,161,168,2011,6,18,22,0
2,0,0,2,29.52,62,0.0,150,168,2011,6,18,23,0
2,0,0,1,28.7,65,0.0,89,169,2011,6,19,0,0
2,0,0,2,28.7,65,6.0032,76,169,2011,6,19,1,0
2,0,0,1,27.88,74,6.0032,72,169,2011,6,19,2,0
2,0,0,2,27.06,78,8.9981,30,169,2011,6,19,3,0
2,0,0,2,27.06,74,8.9981,17,169,2011,6,19,4,0
2,0,0,2,27.06,78,0.0,19,169,2011,6,19,5,0
2,0,0,2,27.06,78,11.0014,33,169,2011,6,19,6,0
2,0,0,2,27.06,78,11.0014,71,169,2011,6,19,7,Set
2,0,0,3,27.88,74,7.0015,84,169,2011,6,19,8,1
2,0,0,2,27.88,74,7.0015,169,169,2011,6,19,9,1
2,0,0,2,28.7,61,7.0015,244,169,2011,6,19,10,1
2,0,0,2,29.52,58,6.0032,377,169,2011,6,19,11,1
2,0,0,2,30.34,55,6.0032,396,169,2011,6,19,12,1
2,0,0,2,30.34,51,0.0,363,169,2011,6,19,13,1
2,0,0,3,30.34,58,7.0015,317,169,2011,6,19,14,1
2,0,0,2,30.34,55,7.0015,362,169,2011,6,19,15,1
2,0,0,2,31.16,48,0.0,378,169,2011,6,19,16,1
2,0,0,1,30.34,51,0.0,397,169,2011,6,19,17,Rise
2,0,0,2,30.34,58,6.0032,296,169,2011,6,19,18,0
2,0,0,1,29.52,62,8.9981,311,169,2011,6,19,19,0
2,0,0,1,28.7,70,12.998,232,169,2011,6,19,20,0
2,0,0,1,27.88,79,8.9981,167,169,2011,6,19,21,0
2,0,0,1,27.06,78,15.0013,152,169,2011,6,19,22,0
2,0,0,1,27.06,78,12.998,92,169,2011,6,19,23,0
3,0,1,1,27.06,50,0.0,68,181,2011,7,1,0,0
3,0,1,1,27.06,50,0.0,31,181,2011,7,1,1,0
3,0,1,1,25.42,69,0.0,13,181,2011,7,1,2,0
3,0,1,1,26.24,53,0.0,11,181,2011,7,1,3,0
3,0,1,1,25.42,57,0.0,6,181,2011,7,1,4,0
3,0,1,1,24.6,64,8.9981,30,181,2011,7,1,5,0
3,0,1,1,25.42,61,8.9981,108,181,2011,7,1,6,0
3,0,1,1,27.06,54,7.0015,243,181,2011,7,1,7,Set
3,0,1,1,28.7,42,11.0014,492,181,2011,7,1,8,1
3,0,1,1,30.34,35,11.0014,260,181,2011,7,1,9,1
3,0,1,1,31.16,33,11.0014,170,181,2011,7,1,10,1
3,0,1,1,32.8,26,0.0,214,181,2011,7,1,11,1
3,0,1,1,32.8,26,0.0,263,181,2011,7,1,12,1
3,0,1,1,32.8,24,0.0,292,181,2011,7,1,13,1
3,0,1,1,33.62,23,12.998,303,181,2011,7,1,14,1
3,0,1,1,33.62,21,16.9979,381,181,2011,7,1,15,1
3,0,1,1,33.62,17,0.0,427,181,2011,7,1,16,Rise
3,0,1,1,33.62,21,12.998,461,181,2011,7,1,17,0
3,0,1,1,32.8,24,16.9979,422,181,2011,7,1,18,0
3,0,1,1,31.98,25,12.998,318,181,2011,7,1,19,0
3,0,1,1,29.52,42,15.0013,269,181,2011,7,1,20,0
3,0,1,1,28.7,45,12.998,218,181,2011,7,1,21,0
3,0,1,1,28.7,42,0.0,222,181,2011,7,1,22,0
3,0,1,1,27.88,47,6.0032,140,181,2011,7,1,23,0
3,0,0,1,27.88,47,6.0032,115,182,2011,7,2,0,0
3,0,0,1,27.06,54,0.0,78,182,2011,7,2,1,0
3,0,0,1,26.24,53,0.0,52,182,2011,7,2,2,0
3,0,0,1,26.24,53,0.0,26,182,2011,7,2,3,0
3,0,0,1,25.42,61,0.0,11,182,2011,7,2,4,0
3,0,0,1,23.78,73,7.0015,14,182,2011,7,2,5,0
3,0,0,1,25.42,69,7.0015,32,182,2011,7,2,6,0
3,0,0,1,26.24,65,0.0,45,182,2011,7,2,7,Set
3,0,0,1,27.88,57,0.0,132,182,2011,7,2,8,1
3,0,0,1,30.34,51,6.0032,179,182,2011,7,2,9,1
3,0,0,1,32.8,36,0.0,271,182,2011,7,2,10,1
3,0,0,1,32.8,36,6.0032,357,182,2011,7,2,11,1
3,0,0,1,33.62,30,8.9981,374,182,2011,7,2,12,1
3,0,0,1,33.62,30,7.0015,404,182,2011,7,2,13,1
3,0,0,1,34.44,20,0.0,392,182,2011,7,2,14,1
3,0,0,1,35.26,19,11.0014,331,182,2011,7,2,15,1
3,0,0,1,36.08,22,15.0013,398,182,2011,7,2,16,Rise
3,0,0,1,34.44,30,15.0013,349,182,2011,7,2,17,0
3,0,0,1,33.62,30,19.0012,383,182,2011,7,2,18,0
3,0,0,1,32.8,33,15.0013,305,182,2011,7,2,19,0
3,0,0,1,31.16,45,19.0012,284,182,2011,7,2,20,0
3,0,0,1,30.34,48,12.998,232,182,2011,7,2,21,0
3,0,0,1,29.52,51,11.0014,201,182,2011,7,2,22,0
3,0,0,1,29.52,54,19.0012,154,182,2011,7,2,23,0
3,0,0,1,28.7,58,15.0013,144,183,2011,7,3,0,0
3,0,0,2,28.7,61,11.0014,78,183,2011,7,3,1,0
3,0,0,1,28.7,58,12.998,69,183,2011,7,3,2,0
3,0,0,3,27.88,65,6.0032,33,183,2011,7,3,3,0
3,0,0,3,27.88,65,6.0032,5,183,2011,7,3,4,0
3,0,0,3,25.42,83,12.998,1,183,2011,7,3,5,0
3,0,0,2,25.42,94,6.0032,3,183,2011,7,3,6,0
3,0,0,2,26.24,89,12.998,25,183,2011,7,3,7,Set
3,0,0,1,27.88,79,15.0013,92,183,2011,7,3,8,1
3,0,0,1,28.7,74,16.9979,181,183,2011,7,3,9,1
3,0,0,1,30.34,66,11.0014,264,183,2011,7,3,10,1
3,0,0,1,31.16,62,7.0015,390,183,2011,7,3,11,1
3,0,0,1,32.8,55,7.0015,404,183,2011,7,3,12,1
3,0,0,1,32.8,59,15.0013,421,183,2011,7,3,13,1
3,0,0,1,33.62,56,16.9979,375,183,2011,7,3,14,1
3,0,0,1,34.44,53,19.9995,376,183,2011,7,3,15,1
3,0,0,1,34.44,53,19.9995,414,183,2011,7,3,16,Rise
3,0,0,3,32.8,49,56.9969,358,183,2011,7,3,17,0
3,0,0,3,32.8,49,56.9969,181,183,2011,7,3,18,0
3,0,0,2,27.06,83,12.998,183,183,2011,7,3,19,0
3,0,0,3,27.06,83,0.0,176,183,2011,7,3,20,0
3,0,0,2,27.06,83,11.0014,167,183,2011,7,3,21,0
3,0,0,2,27.06,78,7.0015,162,183,2011,7,3,22,0
3,0,0,1,26.24,83,11.0014,147,183,2011,7,3,23,0
3,1,0,1,26.24,83,8.9981,140,184,2011,7,4,0,0
3,1,0,1,26.24,83,6.0032,119,184,2011,7,4,1,0
3,1,0,1,26.24,83,0.0,63,184,2011,7,4,2,0
3,1,0,1,26.24,78,0.0,26,184,2011,7,4,3,0
3,1,0,2,27.06,78,6.0032,12,184,2011,7,4,4,0
3,1,0,2,26.24,83,8.9981,4,184,2011,7,4,5,0
3,1,0,1,26.24,89,11.0014,16,184,2011,7,4,6,0
3,1,0,1,27.06,83,8.9981,36,184,2011,7,4,7,Set
3,1,0,1,28.7,74,7.0015,86,184,2011,7,4,8,1
3,1,0,2,29.52,66,6.0032,238,184,2011,7,4,9,1
3,1,0,2,31.16,55,6.0032,280,184,2011,7,4,10,1
3,1,0,2,31.16,55,6.0032,349,184,2011,7,4,11,1
3,1,0,2,31.98,52,0.0,447,184,2011,7,4,12,1
3,1,0,2,31.98,49,0.0,423,184,2011,7,4,13,1
3,1,0,1,32.8,46,0.0,408,184,2011,7,4,14,1
3,1,0,1,33.62,43,6.0032,408,184,2011,7,4,15,1
3,1,0,1,33.62,41,0.0,452,184,2011,7,4,16,Rise
3,1,0,1,32.8,46,0.0,436,184,2011,7,4,17,0
3,1,0,1,32.8,46,8.9981,418,184,2011,7,4,18,0
3,1,0,2,31.98,49,11.0014,375,184,2011,7,4,19,0
3,1,0,2,31.16,55,7.0015,386,184,2011,7,4,20,0
3,1,0,2,30.34,62,7.0015,457,184,2011,7,4,21,0
3,1,0,2,30.34,62,8.9981,326,184,2011,7,4,22,0
3,1,0,2,29.52,70,7.0015,138,184,2011,7,4,23,0
3,0,1,2,28.7,65,11.0014,55,185,2011,7,5,0,0
3,0,1,1,28.7,65,7.0015,39,185,2011,7,5,1,0
3,0,1,1,27.06,74,6.0032,13,185,2011,7,5,2,0
3,0,1,1,27.06,74,15.0013,8,185,2011,7,5,3,0
3,0,1,1,27.06,69,11.0014,5,185,2011,7,5,4,0
3,0,1,1,27.06,69,0.0,20,185,2011,7,5,5,0
3,0,1,1,27.06,74,6.0032,94,185,2011,7,5,6,0
3,0,1,1,28.7,65,6.0032,270,185,2011,7,5,7,Set
3,0,1,1,29.52,62,8.9981,432,185,2011,7,5,8,1
3,0,1,1,30.34,58,8.9981,227,185,2011,7,5,9,1
3,0,1,1,31.16,52,7.0015,139,185,2011,7,5,10,1
3,0,1,1,31.98,46,7.0015,172,185,2011,7,5,11,1
3,0,1,1,32.8,43,7.0015,201,185,2011,7,5,12,1
3,0,1,1,33.62,43,7.0015,203,185,2011,7,5,13,1
3,0,1,1,32.8,49,11.0014,178,185,2011,7,5,14,1
3,0,1,1,33.62,43,0.0,162,185,2011,7,5,15,1
3,0,1,1,33.62,46,7.0015,281,185,2011,7,5,16,Rise
3,0,1,1,33.62,46,7.0015,545,185,2011,7,5,17,0
3,0,1,1,32.8,55,11.0014,496,185,2011,7,5,18,0
3,0,1,1,32.8,59,8.9981,368,185,2011,7,5,19,0
3,0,1,1,31.16,66,7.0015,284,185,2011,7,5,20,0
3,0,1,1,31.98,62,16.9979,245,185,2011,7,5,21,0
3,0,1,1,31.16,66,15.0013,155,185,2011,7,5,22,0
3,0,1,1,30.34,66,11.0014,73,185,2011,7,5,23,0
3,0,1,1,29.52,74,12.998,37,186,2011,7,6,0,0
3,0,1,1,28.7,74,8.9981,15,186,2011,7,6,1,0
3,0,1,1,28.7,79,6.0032,5,186,2011,7,6,2,0
3,0,1,1,28.7,79,0.0,6,186,2011,7,6,3,0
3,0,1,2,27.88,83,6.0032,6,186,2011,7,6,4,0
3,0,1,1,27.88,83,6.0032,35,186,2011,7,6,5,0
3,0,1,1,28.7,79,6.0032,121,186,2011,7,6,6,0
3,0,1,2,29.52,79,0.0,312,186,2011,7,6,7,Set
3,0,1,2,29.52,74,7.0015,428,186,2011,7,6,8,1
3,0,1,3,28.7,79,12.998,189,186,2011,7,6,9,1
3,0,1,3,28.7,79,6.0032,43,186,2011,7,6,10,1
3,0,1,2,29.52,74,0.0,127,186,2011,7,6,11,1
3,0,1,2,30.34,66,6.0032,152,186,2011,7,6,12,1
3,0,1,2,30.34,70,7.0015,140,186,2011,7,6,13,1
3,0,1,1,31.16,66,19.0012,163,186,2011,7,6,14,1
3,0,1,1,31.16,70,19.0012,185,186,2011,7,6,15,1
3,0,1,1,31.16,70,16.9979,275,186,2011,7,6,16,Rise
3,0,1,1,31.98,59,15.0013,596,186,2011,7,6,17,0
3,0,1,1,31.16,62,12.998,563,186,2011,7,6,18,0
3,0,1,1,30.34,70,15.0013,394,186,2011,7,6,19,0
3,0,1,1,29.52,74,16.9979,312,186,2011,7,6,20,0
3,0,1,1,28.7,79,12.998,241,186,2011,7,6,21,0
3,0,1,1,28.7,79,12.998,186,186,2011,7,6,22,0
3,0,1,1,27.88,83,15.0013,98,186,2011,7,6,23,0
3,0,1,1,27.06,89,8.9981,35,187,2011,7,7,0,0
3,0,1,1,27.06,89,12.998,16,187,2011,7,7,1,0
3,0,1,1,27.06,89,12.998,8,187,2011,7,7,2,0
3,0,1,1,26.24,94,7.0015,4,187,2011,7,7,3,0
3,0,1,1,26.24,89,7.0015,4,187,2011,7,7,4,0
3,0,1,1,26.24,89,7.0015,32,187,2011,7,7,5,0
3,0,1,2,26.24,89,8.9981,118,187,2011,7,7,6,0
3,0,1,2,27.06,89,7.0015,292,187,2011,7,7,7,Set
3,0,1,2,28.7,79,12.998,443,187,2011,7,7,8,1
3,0,1,1,30.34,70,11.0014,179,187,2011,7,7,9,1
3,0,1,1,31.98,62,0.0,101,187,2011,7,7,10,1
3,0,1,1,33.62,52,8.9981,142,187,2011,7,7,11,1
3,0,1,1,34.44,41,0.0,171,187,2011,7,7,12,1
3,0,1,1,35.26,41,0.0,155,187,2011,7,7,13,1
3,0,1,1,35.26,41,16.9979,160,187,2011,7,7,14,1
3,0,1,1,35.26,41,16.9979,166,187,2011,7,7,15,1
3,0,1,1,35.26,39,15.0013,265,187,2011,7,7,16,Rise
3,0,1,1,35.26,36,16.9979,569,187,2011,7,7,17,0
3,0,1,1,34.44,44,19.9995,562,187,2011,7,7,18,0
3,0,1,1,33.62,52,19.0012,365,187,2011,7,7,19,0
3,0,1,1,31.16,58,23.9994,285,187,2011,7,7,20,0
3,0,1,1,30.34,62,11.0014,209,187,2011,7,7,21,0
3,0,1,1,30.34,62,11.0014,182,187,2011,7,7,22,0
3,0,1,1,29.52,66,0.0,129,187,2011,7,7,23,0
3,0,1,1,30.34,66,7.0015,47,188,2011,7,8,0,0
3,0,1,1,29.52,79,0.0,34,188,2011,7,8,1,0
3,0,1,2,28.7,74,11.0014,22,188,2011,7,8,2,0
3,0,1,1,27.88,79,7.0015,6,188,2011,7,8,3,0
3,0,1,1,28.7,79,16.9979,11,188,2011,7,8,4,0
3,0,1,1,27.88,79,16.9979,27,188,2011,7,8,5,0
3,0,1,1,28.7,74,7.0015,102,188,2011,7,8,6,0
3,0,1,2,28.7,79,12.998,332,188,2011,7,8,7,Set
3,0,1,2,29.52,74,16.9979,457,188,2011,7,8,8,1
3,0,1,2,31.16,70,19.9995,241,188,2011,7,8,9,1
3,0,1,2,30.34,70,23.9994,138,188,2011,7,8,10,1
3,0,1,2,30.34,74,16.9979,165,188,2011,7,8,11,1
3,0,1,2,31.16,70,19.0012,213,188,2011,7,8,12,1
3,0,1,2,31.98,66,19.0012,229,188,2011,7,8,13,1
3,0,1,2,32.8,63,23.9994,216,188,2011,7,8,14,1
3,0,1,2,32.8,63,23.9994,141,188,2011,7,8,15,1
3,0,1,3,27.88,83,30.0026,132,188,2011,7,8,16,Rise
3,0,1,3,27.06,89,30.0026,167,188,2011,7,8,17,0
3,0,1,1,27.06,83,6.0032,316,188,2011,7,8,18,0
3,0,1,1,27.06,83,6.0032,270,188,2011,7,8,19,0
3,0,1,1,27.06,83,11.0014,250,188,2011,7,8,20,0
3,0,1,2,27.06,83,16.9979,204,188,2011,7,8,21,0
3,0,1,2,27.06,78,12.998,169,188,2011,7,8,22,0
3,0,1,2,27.06,78,6.0032,151,188,2011,7,8,23,0
3,0,0,2,27.06,83,8.9981,121,189,2011,7,9,0,0
3,0,0,2,26.24,89,7.0015,53,189,2011,7,9,1,0
