season,holiday,workingday,weather,temp,humidity,windspeed,casual,count,date,years,months,days,hours,is_night
2,0,1,1,23.78,40,22.0028,71,253,125,2011,5,6,13,1
2,0,1,1,24.6,40,30.0026,86,213,125,2011,5,6,14,1
2,0,1,1,24.6,38,26.0027,89,260,125,2011,5,6,15,1
2,0,1,1,24.6,40,16.9979,82,344,125,2011,5,6,16,1
2,0,1,1,23.78,40,23.9994,83,553,125,2011,5,6,17,1
2,0,1,3,22.14,52,23.9994,85,470,125,2011,5,6,18,1
2,0,1,3,22.14,52,23.9994,39,292,125,2011,5,6,19,1
2,0,1,1,21.32,48,7.0015,29,190,125,2011,5,6,20,1
2,0,1,1,19.68,67,8.9981,22,152,125,2011,5,6,21,1
2,0,1,1,18.86,72,15.0013,46,151,125,2011,5,6,22,1
2,0,1,1,18.04,82,8.9981,27,120,125,2011,5,6,23,1
2,0,0,1,17.22,82,8.9981,10,86,126,2011,5,7,0,1
2,0,0,1,17.22,82,7.0015,8,58,126,2011,5,7,1,1
2,0,0,1,17.22,82,6.0032,5,52,126,2011,5,7,2,1
2,0,0,1,17.22,77,6.0032,9,18,126,2011,5,7,3,1
2,0,0,1,16.4,82,7.0015,1,5,126,2011,5,7,4,1
2,0,0,1,18.86,59,8.9981,4,7,126,2011,5,7,5,1
2,0,0,1,17.22,77,6.0032,1,13,126,2011,5,7,6,1
2,0,0,1,19.68,59,0.0,8,40,126,2011,5,7,7,1
2,0,0,1,21.32,52,12.998,19,115,126,2011,5,7,8,1
2,0,0,1,22.14,49,19.0012,54,218,126,2011,5,7,9,1
2,0,0,1,22.96,49,19.9995,90,298,126,2011,5,7,10,1
2,0,0,1,22.96,43,0.0,132,347,126,2011,5,7,11,1
2,0,0,1,24.6,40,12.998,129,373,126,2011,5,7,12,1
2,0,0,1,24.6,35,19.0012,196,436,126,2011,5,7,13,1
2,0,0,3,24.6,35,11.0014,143,378,126,2011,5,7,14,1
2,0,0,1,24.6,38,16.9979,148,378,126,2011,5,7,15,1
2,0,0,1,24.6,38,12.998,119,342,126,2011,5,7,16,1
2,0,0,1,23.78,40,15.0013,138,354,126,2011,5,7,17,1
2,0,0,1,23.78,37,11.0014,114,289,126,2011,5,7,18,1
2,0,0,1,22.96,43,12.998,88,267,126,2011,5,7,19,1
2,0,0,1,22.96,43,8.9981,82,219,126,2011,5,7,20,1
2,0,0,1,22.14,49,15.0013,58,182,126,2011,5,7,21,1
2,0,0,1,22.14,49,12.998,26,120,126,2011,5,7,22,1
2,0,0,1,20.5,59,7.0015,30,119,126,2011,5,7,23,1
2,0,0,2,20.5,59,7.0015,22,100,127,2011,5,8,0,1
2,0,0,2,21.32,55,0.0,8,64,127,2011,5,8,1,1
2,0,0,1,19.68,63,0.0,17,59,127,2011,5,8,2,1
2,0,0,1,18.86,72,6.0032,10,31,127,2011,5,8,3,1
2,0,0,1,17.22,82,0.0,2,10,127,2011,5,8,4,1
2,0,0,2,18.04,77,0.0,0,5,127,2011,5,8,5,1
2,0,0,2,18.04,82,0.0,2,6,127,2011,5,8,6,1
2,0,0,2,18.86,82,0.0,8,23,127,2011,5,8,7,1
2,0,0,1,21.32,63,8.9981,28,86,127,2011,5,8,8,1
2,0,0,1,22.96,52,15.0013,48,160,127,2011,5,8,9,1
2,0,0,1,23.78,49,8.9981,91,244,127,2011,5,8,10,1
2,0,0,1,23.78,49,6.0032,142,340,127,2011,5,8,11,1
2,0,0,1,24.6,46,6.0032,139,382,127,2011,5,8,12,1
2,0,0,1,24.6,49,8.9981,166,390,127,2011,5,8,13,1
2,0,0,1,24.6,49,0.0,126,366,127,2011,5,8,14,1
2,0,0,1,24.6,49,0.0,128,358,127,2011,5,8,15,1
2,0,0,1,24.6,46,7.0015,122,385,127,2011,5,8,16,1
2,0,0,3,23.78,49,19.0012,106,351,127,2011,5,8,17,1
2,0,0,1,23.78,49,0.0,63,268,127,2011,5,8,18,1
2,0,0,1,22.96,64,0.0,61,239,127,2011,5,8,19,1
2,0,0,1,21.32,77,8.9981,42,174,127,2011,5,8,20,1
2,0,0,1,21.32,77,6.0032,32,127,127,2011,5,8,21,1
2,0,0,1,20.5,88,6.0032,29,115,127,2011,5,8,22,1
2,0,0,1,18.86,88,6.0032,9,50,127,2011,5,8,23,1
2,0,1,1,18.86,82,6.0032,31,53,128,2011,5,9,0,1
2,0,1,1,18.04,88,0.0,25,33,128,2011,5,9,1,1
2,0,1,1,18.04,94,0.0,6,8,128,2011,5,9,2,1
2,0,1,1,18.86,82,6.0032,0,7,128,2011,5,9,3,1
2,0,1,1,17.22,82,11.0014,0,4,128,2011,5,9,4,1
2,0,1,1,17.22,77,11.0014,0,23,128,2011,5,9,5,1
2,0,1,1,18.04,72,16.9979,2,89,128,2011,5,9,6,1
2,0,1,1,19.68,63,16.9979,16,237,128,2011,5,9,7,1
2,0,1,1,21.32,55,15.0013,23,374,128,2011,5,9,8,1
2,0,1,1,22.14,56,11.0014,36,178,128,2011,5,9,9,1
2,0,1,1,22.96,52,12.998,24,119,128,2011,5,9,10,1
2,0,1,1,24.6,46,15.0013,26,125,128,2011,5,9,11,1
2,0,1,1,24.6,43,12.998,35,195,128,2011,5,9,12,1
2,0,1,1,25.42,38,19.0012,36,174,128,2011,5,9,13,1
2,0,1,1,25.42,41,15.0013,44,162,128,2011,5,9,14,1
2,0,1,1,25.42,41,15.0013,51,199,128,2011,5,9,15,1
2,0,1,1,26.24,38,15.0013,49,304,128,2011,5,9,16,1
2,0,1,1,25.42,38,16.9979,59,598,128,2011,5,9,17,1
2,0,1,1,25.42,38,19.9995,66,524,128,2011,5,9,18,1
2,0,1,1,23.78,43,12.998,45,384,128,2011,5,9,19,1
2,0,1,1,22.14,49,12.998,25,239,128,2011,5,9,20,1
2,0,1,1,21.32,59,8.9981,28,156,128,2011,5,9,21,1
2,0,1,1,21.32,68,6.0032,21,116,128,2011,5,9,22,1
2,0,1,1,20.5,68,6.0032,16,61,128,2011,5,9,23,1
2,0,1,1,19.68,63,0.0,6,18,129,2011,5,10,0,1
2,0,1,1,18.86,59,6.0032,3,15,129,2011,5,10,1,1
2,0,1,1,18.04,58,8.9981,1,5,129,2011,5,10,2,1
2,0,1,1,18.04,54,12.998,1,4,129,2011,5,10,3,1
2,0,1,1,17.22,62,16.9979,0,2,129,2011,5,10,4,1
2,0,1,1,16.4,66,15.0013,1,29,129,2011,5,10,5,1
2,0,1,1,17.22,67,8.9981,9,112,129,2011,5,10,6,1
2,0,1,2,18.04,62,8.9981,13,314,129,2011,5,10,7,1
2,0,1,2,20.5,51,7.0015,28,425,129,2011,5,10,8,1
2,0,1,2,21.32,48,7.0015,29,205,129,2011,5,10,9,1
2,0,1,2,22.96,37,6.0032,27,127,129,2011,5,10,10,1
2,0,1,2,22.96,43,8.9981,17,125,129,2011,5,10,11,1
2,0,1,2,24.6,38,0.0,47,217,129,2011,5,10,12,1
2,0,1,2,25.42,38,16.9979,50,202,129,2011,5,10,13,1
2,0,1,2,25.42,33,0.0,42,176,129,2011,5,10,14,1
2,0,1,2,26.24,33,6.0032,28,180,129,2011,5,10,15,1
2,0,1,1,27.06,31,7.0015,56,327,129,2011,5,10,16,1
2,0,1,1,26.24,33,0.0,79,611,129,2011,5,10,17,1
2,0,1,1,26.24,29,8.9981,70,550,129,2011,5,10,18,1
2,0,1,1,24.6,43,15.0013,69,434,129,2011,5,10,19,1
2,0,1,1,22.14,60,8.9981,50,291,129,2011,5,10,20,1
2,0,1,1,22.14,52,0.0,30,203,129,2011,5,10,21,1
2,0,1,1,21.32,55,7.0015,29,150,129,2011,5,10,22,1
2,0,1,2,21.32,59,8.9981,9,81,129,2011,5,10,23,1
2,0,1,2,21.32,55,8.9981,8,38,130,2011,5,11,0,1
2,0,1,2,20.5,59,7.0015,4,20,130,2011,5,11,1,1
2,0,1,1,21.32,59,0.0,6,10,130,2011,5,11,2,1
2,0,1,1,20.5,63,15.0013,0,3,130,2011,5,11,3,1
2,0,1,2,19.68,88,8.9981,0,2,130,2011,5,11,4,1
2,0,1,1,18.86,88,8.9981,0,20,130,2011,5,11,5,1
2,0,1,1,18.86,82,8.9981,6,99,130,2011,5,11,6,1
2,0,1,1,19.68,72,12.998,25,318,130,2011,5,11,7,1
2,0,1,1,19.68,77,16.9979,21,442,130,2011,5,11,8,1
2,0,1,1,21.32,72,8.9981,21,203,130,2011,5,11,9,1
2,0,1,1,22.14,68,6.0032,30,154,130,2011,5,11,10,1
2,0,1,1,22.96,64,6.0032,18,141,130,2011,5,11,11,1
2,0,1,1,24.6,56,0.0,41,226,130,2011,5,11,12,1
2,0,1,1,25.42,50,0.0,36,193,130,2011,5,11,13,1
2,0,1,1,25.42,53,6.0032,36,177,130,2011,5,11,14,1
2,0,1,1,26.24,41,0.0,48,179,130,2011,5,11,15,1
2,0,1,1,27.06,39,0.0,49,289,130,2011,5,11,16,1
2,0,1,1,26.24,47,7.0015,17,259,130,2011,5,11,17,1
2,0,1,1,25.42,50,19.9995,40,274,130,2011,5,11,18,1
2,0,1,1,22.96,52,8.9981,60,401,130,2011,5,11,19,1
2,0,1,1,22.14,64,8.9981,28,273,130,2011,5,11,20,1
2,0,1,1,22.14,60,0.0,32,234,130,2011,5,11,21,1
2,0,1,1,20.5,72,16.9979,12,146,130,2011,5,11,22,1
2,0,1,1,18.86,88,16.9979,12,81,130,2011,5,11,23,1
2,0,1,2,18.86,88,15.0013,5,44,131,2011,5,12,0,1
2,0,1,1,18.86,88,15.0013,1,17,131,2011,5,12,1,1
2,0,1,1,18.04,94,12.998,1,15,131,2011,5,12,2,1
2,0,1,1,18.04,88,8.9981,0,5,131,2011,5,12,3,1
2,0,1,1,17.22,94,0.0,1,6,131,2011,5,12,4,1
2,0,1,1,17.22,94,8.9981,2,29,131,2011,5,12,5,1
2,0,1,1,18.04,88,0.0,9,112,131,2011,5,12,6,1
2,0,1,1,18.86,88,8.9981,14,297,131,2011,5,12,7,1
2,0,1,1,19.68,82,12.998,27,421,131,2011,5,12,8,1
2,0,1,2,20.5,77,19.0012,21,212,131,2011,5,12,9,1
2,0,1,2,22.14,68,15.0013,28,147,131,2011,5,12,10,1
2,0,1,1,23.78,60,15.0013,43,179,131,2011,5,12,11,1
2,0,1,1,23.78,60,15.0013,43,207,131,2011,5,12,12,1
2,0,1,2,25.42,57,19.9995,48,218,131,2011,5,12,13,1
2,0,1,2,25.42,61,15.0013,43,191,131,2011,5,12,14,1
2,0,1,2,26.24,53,16.9979,54,217,131,2011,5,12,15,1
2,0,1,2,26.24,57,16.9979,50,288,131,2011,5,12,16,1
2,0,1,2,26.24,57,12.998,54,594,131,2011,5,12,17,1
2,0,1,1,25.42,69,15.0013,64,527,131,2011,5,12,18,1
2,0,1,2,24.6,64,12.998,59,364,131,2011,5,12,19,1
2,0,1,1,24.6,64,12.998,56,276,131,2011,5,12,20,1
2,0,1,1,22.96,83,8.9981,31,223,131,2011,5,12,21,1
2,0,1,1,22.14,83,12.998,25,172,131,2011,5,12,22,1
2,0,1,2,22.14,77,12.998,16,103,131,2011,5,12,23,1
2,0,1,2,21.32,83,11.0014,6,52,132,2011,5,13,0,1
2,0,1,1,21.32,83,11.0014,5,20,132,2011,5,13,1,1
2,0,1,2,20.5,88,8.9981,3,11,132,2011,5,13,2,1
2,0,1,2,20.5,88,8.9981,2,4,132,2011,5,13,3,1
2,0,1,3,20.5,88,11.0014,2,5,132,2011,5,13,4,1
2,0,1,2,20.5,88,12.998,1,25,132,2011,5,13,5,1
2,0,1,3,20.5,88,8.9981,6,82,132,2011,5,13,6,1
2,0,1,3,20.5,88,11.0014,16,157,132,2011,5,13,7,1
2,0,1,2,20.5,88,12.998,26,387,132,2011,5,13,8,1
2,0,1,2,20.5,88,12.998,18,233,132,2011,5,13,9,1
2,0,1,2,21.32,83,8.9981,31,130,132,2011,5,13,10,1
2,0,1,2,21.32,83,11.0014,56,146,132,2011,5,13,11,1
2,0,1,2,21.32,88,12.998,53,223,132,2011,5,13,12,1
2,0,1,2,21.32,88,26.0027,69,226,132,2011,5,13,13,1
2,0,1,2,21.32,87,19.0012,70,190,132,2011,5,13,14,1
2,0,1,2,21.32,88,11.0014,56,198,132,2011,5,13,15,1
2,0,1,2,21.32,88,8.9981,44,300,132,2011,5,13,16,1
2,0,1,3,21.32,88,11.0014,62,491,132,2011,5,13,17,1
2,0,1,3,21.32,88,11.0014,39,398,132,2011,5,13,18,1
2,0,1,2,21.32,83,12.998,25,270,132,2011,5,13,19,1
2,0,1,2,21.32,83,8.9981,22,152,132,2011,5,13,20,1
2,0,1,2,21.32,84,11.0014,24,154,132,2011,5,13,21,1
2,0,1,2,21.32,83,15.0013,25,132,132,2011,5,13,22,1
2,0,1,3,20.5,88,11.0014,31,119,132,2011,5,13,23,1
2,0,0,2,20.5,88,8.9981,24,102,133,2011,5,14,0,1
2,0,0,2,20.5,88,8.9981,18,82,133,2011,5,14,1,1
2,0,0,2,20.5,88,8.9981,15,52,133,2011,5,14,2,1
2,0,0,2,20.5,88,8.9981,5,35,133,2011,5,14,3,1
2,0,0,2,20.5,82,11.0014,1,5,133,2011,5,14,4,1
2,0,0,2,20.5,82,7.0015,7,14,133,2011,5,14,5,1
2,0,0,2,20.5,88,7.0015,2,11,133,2011,5,14,6,1
2,0,0,3,19.68,100,0.0,4,32,133,2011,5,14,7,1
2,0,0,3,20.5,94,0.0,16,88,133,2011,5,14,8,1
2,0,0,2,21.32,94,6.0032,14,100,133,2011,5,14,9,1
2,0,0,2,21.32,94,11.0014,34,167,133,2011,5,14,10,1
2,0,0,2,21.32,94,8.9981,72,279,133,2011,5,14,11,1
2,0,0,3,21.32,100,6.0032,75,279,133,2011,5,14,12,1
2,0,0,3,21.32,100,6.0032,68,248,133,2011,5,14,13,1
2,0,0,2,22.14,94,8.9981,57,216,133,2011,5,14,14,1
2,0,0,2,22.14,94,11.0014,73,294,133,2011,5,14,15,1
2,0,0,2,22.14,94,12.998,107,295,133,2011,5,14,16,1
2,0,0,2,22.96,88,12.998,78,272,133,2011,5,14,17,1
2,0,0,2,22.96,88,15.0013,88,304,133,2011,5,14,18,1
2,0,0,3,22.14,94,8.9981,69,248,133,2011,5,14,19,1
2,0,0,3,22.14,94,8.9981,42,157,133,2011,5,14,20,1
2,0,0,3,22.14,94,15.0013,15,59,133,2011,5,14,21,1
2,0,0,3,22.14,94,11.0014,7,26,133,2011,5,14,22,1
2,0,0,3,21.32,100,12.998,11,44,133,2011,5,14,23,1
2,0,0,2,21.32,100,0.0,5,39,134,2011,5,15,0,1
2,0,0,2,21.32,100,7.0015,4,47,134,2011,5,15,1,1
2,0,0,2,21.32,100,8.9981,13,50,134,2011,5,15,2,1
2,0,0,2,21.32,100,0.0,11,32,134,2011,5,15,3,1
2,0,0,2,21.32,100,0.0,5,13,134,2011,5,15,4,1
2,0,0,3,21.32,100,7.0015,3,14,134,2011,5,15,5,1
2,0,0,2,21.32,100,8.9981,3,17,134,2011,5,15,6,1
2,0,0,2,21.32,100,8.9981,4,42,134,2011,5,15,7,1
2,0,0,2,22.14,94,8.9981,24,70,134,2011,5,15,8,1
2,0,0,1,23.78,83,16.9979,36,134,134,2011,5,15,9,1
2,0,0,1,23.78,83,15.0013,73,226,134,2011,5,15,10,1
2,0,0,1,24.6,78,15.0013,120,322,134,2011,5,15,11,1
2,0,0,1,25.42,73,19.9995,120,367,134,2011,5,15,12,1
2,0,0,1,25.42,73,19.0012,195,456,134,2011,5,15,13,1
2,0,0,1,26.24,73,12.998,183,437,134,2011,5,15,14,1
2,0,0,1,27.06,69,16.9979,206,459,134,2011,5,15,15,1
2,0,0,1,26.24,69,16.9979,158,440,134,2011,5,15,16,1
2,0,0,3,22.96,78,23.9994,137,392,134,2011,5,15,17,1
2,0,0,1,22.96,78,16.9979,60,237,134,2011,5,15,18,1
2,0,0,1,22.96,83,7.0015,78,231,134,2011,5,15,19,1
2,0,0,1,22.14,88,0.0,53,191,134,2011,5,15,20,1
2,0,0,1,22.14,88,0.0,44,151,134,2011,5,15,21,1
2,0,0,1,22.96,83,0.0,29,117,134,2011,5,15,22,1
2,0,0,1,22.14,88,15.0013,18,69,134,2011,5,15,23,1
2,0,1,1,21.32,94,7.0015,17,38,135,2011,5,16,0,1
2,0,1,1,21.32,94,8.9981,6,14,135,2011,5,16,1,1
2,0,1,1,20.5,100,6.0032,4,13,135,2011,5,16,2,1
2,0,1,1,20.5,94,11.0014,1,4,135,2011,5,16,3,1
2,0,1,1,20.5,100,8.9981,1,6,135,2011,5,16,4,1
2,0,1,1,20.5,93,12.998,1,21,135,2011,5,16,5,1
2,0,1,1,21.32,88,11.0014,11,104,135,2011,5,16,6,1
2,0,1,1,21.32,83,19.0012,27,272,135,2011,5,16,7,1
2,0,1,1,22.96,73,19.9995,28,394,135,2011,5,16,8,1
2,0,1,1,24.6,69,12.998,38,194,135,2011,5,16,9,1
2,0,1,1,25.42,65,6.0032,37,112,135,2011,5,16,10,1
2,0,1,1,26.24,57,0.0,56,185,135,2011,5,16,11,1
2,0,1,1,27.06,54,6.0032,72,209,135,2011,5,16,12,1
2,0,1,1,27.88,51,0.0,61,214,135,2011,5,16,13,1
2,0,1,1,27.88,51,0.0,76,193,135,2011,5,16,14,1
2,0,1,1,29.52,51,0.0,55,165,135,2011,5,16,15,1
2,0,1,3,24.6,78,16.9979,45,226,135,2011,5,16,16,1
2,0,1,1,23.78,88,15.0013,47,274,135,2011,5,16,17,1
2,0,1,3,23.78,83,12.998,55,453,135,2011,5,16,18,1
2,0,1,1,23.78,83,16.9979,36,308,135,2011,5,16,19,1
2,0,1,1,23.78,83,0.0,31,198,135,2011,5,16,20,1
2,0,1,1,23.78,83,0.0,28,177,135,2011,5,16,21,1
2,0,1,1,22.96,88,6.0032,22,127,135,2011,5,16,22,1
2,0,1,1,22.96,88,6.0032,18,57,135,2011,5,16,23,1
2,0,1,2,22.96,88,0.0,13,31,136,2011,5,17,0,1
2,0,1,3,22.96,88,0.0,7,13,136,2011,5,17,1,1
2,0,1,3,22.96,88,0.0,4,8,136,2011,5,17,2,1
2,0,1,3,22.14,94,16.9979,1,4,136,2011,5,17,3,1
2,0,1,3,22.14,94,16.9979,2,4,136,2011,5,17,4,1
2,0,1,3,21.32,94,16.9979,0,22,136,2011,5,17,5,1
2,0,1,3,21.32,94,16.9979,0,49,136,2011,5,17,6,1
2,0,1,2,21.32,94,16.9979,13,151,136,2011,5,17,7,1
2,0,1,2,21.32,94,19.9995,22,347,136,2011,5,17,8,1
2,0,1,2,22.14,88,16.9979,17,207,136,2011,5,17,9,1
2,0,1,3,22.14,88,16.9979,31,104,136,2011,5,17,10,1
2,0,1,2,22.96,83,27.9993,26,130,136,2011,5,17,11,1
2,0,1,3,22.96,83,27.9993,38,153,136,2011,5,17,12,1
2,0,1,2,22.96,88,22.0028,31,172,136,2011,5,17,13,1
2,0,1,1,25.42,73,31.0009,61,184,136,2011,5,17,14,1
2,0,1,1,25.42,69,30.0026,79,210,136,2011,5,17,15,1
2,0,1,1,25.42,61,22.0028,73,290,136,2011,5,17,16,1
2,0,1,1,25.42,65,27.9993,83,604,136,2011,5,17,17,1
2,0,1,1,24.6,69,19.9995,54,480,136,2011,5,17,18,1
2,0,1,1,24.6,69,16.9979,51,349,136,2011,5,17,19,1
2,0,1,1,23.78,83,27.9993,30,283,136,2011,5,17,20,1
2,0,1,1,22.14,88,16.9979,23,174,136,2011,5,17,21,1
2,0,1,2,22.14,88,19.0012,12,98,136,2011,5,17,22,1
2,0,1,2,22.14,88,16.9979,7,56,136,2011,5,17,23,1
2,0,1,2,22.14,88,15.0013,8,23,137,2011,5,18,0,1
2,0,1,2,22.14,88,16.9979,3,12,137,2011,5,18,1,1
2,0,1,3,21.32,94,15.0013,1,6,137,2011,5,18,2,1
2,0,1,3,21.32,94,19.9995,6,9,137,2011,5,18,3,1
2,0,1,3,21.32,94,19.9995,1,3,137,2011,5,18,4,1
2,0,1,1,21.32,100,15.0013,0,9,137,2011,5,18,5,1
2,0,1,1,21.32,100,8.9981,2,101,137,2011,5,18,6,1
2,0,1,1,22.14,88,12.998,14,274,137,2011,5,18,7,1
2,0,1,1,22.96,88,19.0012,25,453,137,2011,5,18,8,1
2,0,1,3,22.96,83,16.9979,26,202,137,2011,5,18,9,1
2,0,1,3,22.14,88,19.0012,33,106,137,2011,5,18,10,1
2,0,1,2,22.14,94,6.0032,6,23,137,2011,5,18,11,1
2,0,1,1,22.96,94,19.9995,12,54,137,2011,5,18,12,1
2,0,1,2,22.96,83,22.0028,30,122,137,2011,5,18,13,1
2,0,1,2,23.78,78,19.0012,44,138,137,2011,5,18,14,1
2,0,1,1,24.6,78,16.9979,34,167,137,2011,5,18,15,1
2,0,1,1,24.6,73,12.998,53,294,137,2011,5,18,16,1
2,0,1,1,24.6,69,8.9981,78,565,137,2011,5,18,17,1
2,0,1,1,24.6,73,15.0013,58,489,137,2011,5,18,18,1
2,0,1,3,22.96,88,8.9981,43,331,137,2011,5,18,19,1
2,0,1,3,22.96,88,8.9981,24,213,137,2011,5,18,20,1
2,0,1,1,21.32,88,0.0,11,85,137,2011,5,18,21,1
2,0,1,1,21.32,83,0.0,14,117,137,2011,5,18,22,1
2,0,1,1,21.32,94,6.0032,10,59,137,2011,5,18,23,1
2,0,1,1,21.32,94,7.0015,6,29,138,2011,5,19,0,1
2,0,1,1,20.5,94,0.0,2,6,138,2011,5,19,1,1
2,0,1,1,20.5,94,0.0,3,15,138,2011,5,19,2,1
2,0,1,1,19.68,100,0.0,1,4,138,2011,5,19,3,1
2,0,1,1,19.68,94,0.0,2,5,138,2011,5,19,4,1
2,0,1,1,19.68,94,0.0,2,26,138,2011,5,19,5,1
2,0,1,2,20.5,94,0.0,17,103,138,2011,5,19,6,1
2,0,1,2,20.5,100,0.0,18,257,138,2011,5,19,7,1
2,0,1,2,21.32,88,0.0,34,487,138,2011,5,19,8,1
2,0,1,2,22.14,88,6.0032,40,216,138,2011,5,19,9,1
2,0,1,2,22.14,83,0.0,35,130,138,2011,5,19,10,1
2,0,1,3,22.14,88,11.0014,53,164,138,2011,5,19,11,1
2,0,1,2,23.78,78,7.0015,38,168,138,2011,5,19,12,1
2,0,1,3,23.78,64,16.9979,44,183,138,2011,5,19,13,1
2,0,1,3,22.14,73,12.998,43,180,138,2011,5,19,14,1
2,0,1,1,22.96,78,11.0014,63,188,138,2011,5,19,15,1
2,0,1,1,23.78,64,12.998,55,302,138,2011,5,19,16,1
2,0,1,1,22.96,78,11.0014,60,547,138,2011,5,19,17,1
2,0,1,1,24.6,55,11.0014,59,513,138,2011,5,19,18,1
2,0,1,1,23.78,60,8.9981,65,410,138,2011,5,19,19,1
2,0,1,1,22.14,77,19.0012,46,282,138,2011,5,19,20,1
2,0,1,1,22.14,77,19.0012,29,209,138,2011,5,19,21,1
2,0,1,3,20.5,82,19.9995,11,79,138,2011,5,19,22,1
2,0,1,1,19.68,94,0.0,9,72,138,2011,5,19,23,1
2,0,1,1,28.7,79,11.0014,9,34,151,2011,6,1,0,1
2,0,1,1,28.7,84,16.9979,8,17,151,2011,6,1,1,1
2,0,1,1,28.7,79,11.0014,0,3,151,2011,6,1,2,1
2,0,1,1,27.88,89,12.998,0,6,151,2011,6,1,3,1
2,0,1,2,27.88,89,15.0013,0,4,151,2011,6,1,4,1
2,0,1,2,27.06,89,6.0032,2,21,151,2011,6,1,5,1
2,0,1,2,27.88,89,6.0032,7,128,151,2011,6,1,6,1
2,0,1,2,28.7,79,11.0014,19,284,151,2011,6,1,7,1
2,0,1,2,29.52,79,12.998,37,454,151,2011,6,1,8,1
2,0,1,2,30.34,74,15.0013,34,207,151,2011,6,1,9,1
2,0,1,2,31.16,75,16.9979,31,115,151,2011,6,1,10,1
2,0,1,2,33.62,59,15.0013,26,112,151,2011,6,1,11,1
2,0,1,1,35.26,53,0.0,32,169,151,2011,6,1,12,1
2,0,1,1,36.9,37,12.998,29,154,151,2011,6,1,13,1
2,0,1,1,36.9,37,16.9979,40,145,151,2011,6,1,14,1
2,0,1,1,36.9,39,19.9995,25,152,151,2011,6,1,15,1
2,0,1,1,35.26,47,19.9995,39,266,151,2011,6,1,16,1
2,0,1,1,35.26,47,19.9995,52,486,151,2011,6,1,17,1
2,0,1,3,33.62,56,26.0027,31,309,151,2011,6,1,18,1
2,0,1,2,30.34,79,11.0014,16,264,151,2011,6,1,19,1
2,0,1,2,30.34,79,16.9979,23,256,151,2011,6,1,20,1
2,0,1,1,30.34,70,19.0012,29,190,151,2011,6,1,21,1
2,0,1,1,30.34,66,8.9981,14,129,151,2011,6,1,22,1
2,0,1,1,30.34,51,11.0014,10,69,151,2011,6,1,23,1
2,0,1,1,30.34,40,23.9994,11,42,152,2011,6,2,0,1
2,0,1,1,29.52,38,7.0015,3,15,152,2011,6,2,1,1
2,0,1,1,28.7,39,0.0,0,6,152,2011,6,2,2,1
2,0,1,1,27.06,44,7.0015,0,4,152,2011,6,2,3,1
2,0,1,1,27.06,41,12.998,0,3,152,2011,6,2,4,1
2,0,1,1,27.06,39,15.0013,3,31,152,2011,6,2,5,1
2,0,1,1,27.06,39,8.9981,7,113,152,2011,6,2,6,1
2,0,1,1,28.7,34,16.9979,19,304,152,2011,6,2,7,1
2,0,1,1,28.7,32,19.9995,25,467,152,2011,6,2,8,1
2,0,1,1,29.52,26,23.9994,28,225,152,2011,6,2,9,1
2,0,1,1,29.52,28,32.9975,33,139,152,2011,6,2,10,1
2,0,1,1,30.34,28,26.0027,42,165,152,2011,6,2,11,1
2,0,1,1,31.16,25,31.0009,39,232,152,2011,6,2,12,1
2,0,1,1,32.8,24,23.9994,35,203,152,2011,6,2,13,1
2,0,1,1,31.98,24,22.0028,43,185,152,2011,6,2,14,1
2,0,1,1,32.8,21,26.0027,44,188,152,2011,6,2,15,1
2,0,1,1,32.8,22,32.9975,63,318,152,2011,6,2,16,1
2,0,1,1,31.16,20,35.0008,88,572,152,2011,6,2,17,1
2,0,1,1,30.34,22,26.0027,74,525,152,2011,6,2,18,1
2,0,1,1,29.52,23,19.9995,58,379,152,2011,6,2,19,1
2,0,1,1,28.7,24,12.998,51,337,152,2011,6,2,20,1
2,0,1,1,27.06,31,12.998,33,248,152,2011,6,2,21,1
2,0,1,1,26.24,33,16.9979,14,155,152,2011,6,2,22,1
2,0,1,1,25.42,35,15.0013,23,112,152,2011,6,2,23,1
2,0,1,1,25.42,38,19.0012,15,68,153,2011,6,3,0,1
2,0,1,1,24.6,38,23.9994,7,22,153,2011,6,3,1,1
2,0,1,1,22.96,43,15.0013,0,12,153,2011,6,3,2,1
2,0,1,1,22.14,49,15.0013,0,5,153,2011,6,3,3,1
2,0,1,1,21.32,48,22.0028,1,6,153,2011,6,3,4,1
2,0,1,1,21.32,48,23.9994,4,28,153,2011,6,3,5,1
2,0,1,1,22.14,45,19.9995,8,106,153,2011,6,3,6,1
2,0,1,1,22.14,45,16.9979,25,277,153,2011,6,3,7,1
2,0,1,2,22.96,43,22.0028,31,502,153,2011,6,3,8,1
2,0,1,1,23.78,40,11.0014,36,230,153,2011,6,3,9,1
2,0,1,1,25.42,33,16.9979,54,161,153,2011,6,3,10,1
2,0,1,1,26.24,31,22.0028,57,192,153,2011,6,3,11,1
2,0,1,1,27.06,27,19.0012,51,259,153,2011,6,3,12,1
2,0,1,1,27.88,26,16.9979,58,248,153,2011,6,3,13,1
2,0,1,1,28.7,28,19.0012,66,240,153,2011,6,3,14,1
2,0,1,1,28.7,28,19.0012,56,212,153,2011,6,3,15,1
2,0,1,1,29.52,26,22.0028,63,349,153,2011,6,3,16,1
2,0,1,1,29.52,25,19.0012,73,558,153,2011,6,3,17,1
2,0,1,1,28.7,24,19.9995,76,564,153,2011,6,3,18,1
